parcel_id,vacancy_class,source_signal
02-011-0-0068,developed,improvement_value_ge_20pct_land_value
02-011-0-0069,developed,improvement_value_ge_20pct_land_value
02-011-0-0071,vacant,land_use_field
02-011-0-0072,developed,improvement_value_ge_20pct_land_value
02-011-0-0074,vacant,land_use_field
02-011-0-0075,developed,improvement_value_ge_20pct_land_value
02-011-0-0076,developed,improvement_value_ge_20pct_land_value
02-011-0-0077,developed,improvement_value_ge_20pct_land_value
02-011-0-0078,developed,improvement_value_ge_20pct_land_value
02-011-0-0080,developed,improvement_value_ge_20pct_land_value
02-011-0-0081,developed,improvement_value_ge_20pct_land_value
02-011-0-0085,vacant,land_use_field
02-011-0-0086,developed,improvement_value_ge_20pct_land_value
02-011-0-0087,developed,improvement_value_ge_20pct_land_value
02-011-0-0090,developed,improvement_value_ge_20pct_land_value
02-011-0-0094,partial,improvement_value_lt_20pct_land_value
02-011-0-0095,developed,improvement_value_ge_20pct_land_value
02-011-0-0096,vacant,improvement_value_zero_or_null
02-011-0-0097,developed,improvement_value_ge_20pct_land_value
02-011-0-0099,developed,improvement_value_ge_20pct_land_value
02-011-0-0104,developed,improvement_value_ge_20pct_land_value
02-011-0-0105,vacant,land_use_field
02-011-0-0106,developed,improvement_value_ge_20pct_land_value
02-012-0-0004,partial,improvement_value_lt_20pct_land_value
02-012-0-0005,vacant,land_use_field
02-013-0-0001,developed,improvement_value_ge_20pct_land_value
02-013-0-0002,developed,improvement_value_ge_20pct_land_value
02-013-0-0003,developed,improvement_value_ge_20pct_land_value
02-013-0-0004,developed,improvement_value_ge_20pct_land_value
02-013-0-0005,developed,improvement_value_ge_20pct_land_value
02-013-0-0006,developed,improvement_value_ge_20pct_land_value
02-013-0-0007,vacant,improvement_value_zero_or_null
02-013-0-0008,developed,improvement_value_ge_20pct_land_value
02-013-0-0010,developed,improvement_value_ge_20pct_land_value
02-013-0-0011,vacant,improvement_value_zero_or_null
02-013-0-0017,partial,improvement_value_lt_20pct_land_value
02-013-0-0019,developed,missing_values_default_developed
02-013-0-0020,developed,improvement_value_ge_20pct_land_value
02-013-0-0024,developed,improvement_value_ge_20pct_land_value
02-013-0-0026,vacant,improvement_value_zero_or_null
02-013-0-0028,developed,improvement_value_ge_20pct_land_value
02-013-0-0029,developed,improvement_value_ge_20pct_land_value
02-013-0-0030,developed,improvement_value_ge_20pct_land_value
02-013-0-0034,partial,improvement_value_lt_20pct_land_value
02-013-0-0037,vacant,improvement_value_zero_or_null
02-013-0-0040,vacant,improvement_value_zero_or_null
02-013-0-0043,developed,improvement_value_ge_20pct_land_value
02-013-0-0044,developed,improvement_value_ge_20pct_land_value
02-013-0-0048,developed,improvement_value_ge_20pct_land_value
02-013-0-0049,vacant,improvement_value_zero_or_null
02-013-0-0051,vacant,improvement_value_zero_or_null
02-013-0-0052,vacant,improvement_value_zero_or_null
02-013-0-0054,vacant,land_use_field
02-013-0-0055,vacant,improvement_value_zero_or_null
02-013-0-0056,developed,missing_values_default_developed
02-013-0-0057,developed,improvement_value_ge_20pct_land_value
02-013-0-0058,vacant,improvement_value_zero_or_null
02-013-0-0059,vacant,improvement_value_zero_or_null
02-013-0-0062,vacant,improvement_value_zero_or_null
02-013-0-0065,vacant,land_use_field
02-013-0-0066,vacant,improvement_value_zero_or_null
02-013-0-0067,developed,improvement_value_ge_20pct_land_value
02-013-0-0070,developed,improvement_value_ge_20pct_land_value
02-013-0-0071,developed,improvement_value_ge_20pct_land_value
02-013-0-0072,partial,improvement_value_lt_20pct_land_value
02-013-0-0073,vacant,improvement_value_zero_or_null
02-013-0-0074,vacant,improvement_value_zero_or_null
02-013-0-0075,vacant,land_use_field
02-013-0-0076,partial,improvement_value_lt_20pct_land_value
02-013-0-0077,vacant,improvement_value_zero_or_null
02-013-0-0079,developed,improvement_value_ge_20pct_land_value
02-013-0-0080,developed,improvement_value_ge_20pct_land_value
02-013-0-0081,developed,improvement_value_ge_20pct_land_value
02-013-0-0083,developed,improvement_value_ge_20pct_land_value
02-013-0-0084,vacant,land_use_field
02-013-0-0085,developed,improvement_value_ge_20pct_land_value
02-013-0-0088,developed,improvement_value_ge_20pct_land_value
02-013-0-0089,vacant,land_use_field
02-013-0-0090,vacant,land_use_field
02-014-0-0002,developed,improvement_value_ge_20pct_land_value
02-014-0-0003,developed,improvement_value_ge_20pct_land_value
02-014-0-0004,developed,improvement_value_ge_20pct_land_value
02-014-0-0005,developed,improvement_value_ge_20pct_land_value
02-014-0-0006,developed,improvement_value_ge_20pct_land_value
02-014-0-0007,developed,improvement_value_ge_20pct_land_value
02-014-0-0011,vacant,improvement_value_zero_or_null
02-014-0-0012,vacant,improvement_value_zero_or_null
02-014-0-0017,vacant,land_use_field
02-014-0-0021,developed,improvement_value_ge_20pct_land_value
02-014-0-0022,developed,improvement_value_ge_20pct_land_value
02-014-0-0023,developed,improvement_value_ge_20pct_land_value
02-014-0-0024,developed,improvement_value_ge_20pct_land_value
02-014-0-0025,developed,improvement_value_ge_20pct_land_value
02-014-0-0026,developed,improvement_value_ge_20pct_land_value
02-014-0-0027,developed,improvement_value_ge_20pct_land_value
02-014-0-0030,developed,improvement_value_ge_20pct_land_value
02-014-0-0036,developed,improvement_value_ge_20pct_land_value
02-014-0-0037,developed,improvement_value_ge_20pct_land_value
02-014-0-0038,developed,improvement_value_ge_20pct_land_value
02-014-0-0039,developed,improvement_value_ge_20pct_land_value
02-014-0-0040,developed,improvement_value_ge_20pct_land_value
02-014-0-0041,vacant,land_use_field
02-014-0-0044,developed,improvement_value_ge_20pct_land_value
02-014-0-0046,developed,improvement_value_ge_20pct_land_value
02-014-0-0047,developed,improvement_value_ge_20pct_land_value
02-014-0-0050,developed,improvement_value_ge_20pct_land_value
02-014-0-0058,developed,improvement_value_ge_20pct_land_value
02-014-0-0059,vacant,improvement_value_zero_or_null
02-014-0-0060,developed,improvement_value_ge_20pct_land_value
02-014-0-0061,vacant,improvement_value_zero_or_null
02-014-0-0062,partial,improvement_value_lt_20pct_land_value
02-014-0-0063,developed,improvement_value_ge_20pct_land_value
02-014-0-0065,vacant,improvement_value_zero_or_null
02-014-0-0066,vacant,land_use_field
02-014-0-0067,vacant,improvement_value_zero_or_null
02-014-0-00R1,developed,missing_values_default_developed
02-015-0-0001,vacant,improvement_value_zero_or_null
02-015-0-0002,vacant,land_use_field
02-015-0-0003,vacant,land_use_field
02-015-0-0005,vacant,land_use_field
02-015-0-0006,vacant,land_use_field
02-015-0-0007,developed,improvement_value_ge_20pct_land_value
02-015-0-0008,vacant,land_use_field
02-015-0-0009,vacant,land_use_field
02-015-0-0011,vacant,land_use_field
02-015-0-0012,vacant,improvement_value_zero_or_null
02-015-0-0014,vacant,improvement_value_zero_or_null
02-015-0-0016,vacant,improvement_value_zero_or_null
02-015-0-0017,vacant,improvement_value_zero_or_null
02-015-0-0018,vacant,improvement_value_zero_or_null
02-015-0-0020,vacant,improvement_value_zero_or_null
02-015-0-0021,vacant,land_use_field
02-015-0-0022,vacant,improvement_value_zero_or_null
02-015-0-0023,vacant,improvement_value_zero_or_null
02-015-0-0024,partial,improvement_value_lt_20pct_land_value
02-015-0-0025,vacant,improvement_value_zero_or_null
02-015-0-0026,vacant,improvement_value_zero_or_null
02-015-0-0027,vacant,land_use_field
02-016-0-0001,vacant,improvement_value_zero_or_null
02-016-0-0003,vacant,improvement_value_zero_or_null
02-016-0-0004,vacant,improvement_value_zero_or_null
02-016-0-0007,vacant,improvement_value_zero_or_null
02-016-0-0008,developed,improvement_value_ge_20pct_land_value
02-016-0-0009,vacant,improvement_value_zero_or_null
02-016-0-0010,vacant,improvement_value_zero_or_null
02-016-0-0011,vacant,improvement_value_zero_or_null
02-016-0-0012,vacant,land_use_field
02-016-0-0013,vacant,improvement_value_zero_or_null
02-016-0-0014,developed,improvement_value_ge_20pct_land_value
02-016-0-0015,vacant,land_use_field
02-016-0-0016,vacant,land_use_field
02-016-0-0017,vacant,improvement_value_zero_or_null
02-016-0-0018,vacant,improvement_value_zero_or_null
02-016-0-0019,vacant,improvement_value_zero_or_null
02-016-0-0020,developed,improvement_value_ge_20pct_land_value
02-016-0-0021,vacant,improvement_value_zero_or_null
02-016-0-0022,vacant,improvement_value_zero_or_null
02-016-0-0023,vacant,land_use_field
02-016-0-0025,vacant,improvement_value_zero_or_null
02-016-0-0029,vacant,improvement_value_zero_or_null
02-016-0-0032,vacant,improvement_value_zero_or_null
02-016-0-0033,vacant,improvement_value_zero_or_null
02-016-0-0039,partial,improvement_value_lt_20pct_land_value
02-016-0-0040,vacant,land_use_field
02-016-0-0041,vacant,improvement_value_zero_or_null
02-017-0-0009,vacant,improvement_value_zero_or_null
02-017-0-0011,partial,improvement_value_lt_20pct_land_value
02-017-0-0013,partial,improvement_value_lt_20pct_land_value
02-017-0-0014,partial,improvement_value_lt_20pct_land_value
02-017-0-0020,developed,improvement_value_ge_20pct_land_value
02-017-0-0022,developed,improvement_value_ge_20pct_land_value
02-017-0-0027,developed,improvement_value_ge_20pct_land_value
02-017-0-0046,vacant,improvement_value_zero_or_null
02-017-0-0050,developed,improvement_value_ge_20pct_land_value
02-017-0-0072,vacant,land_use_field
02-017-0-0073,vacant,land_use_field
02-017-0-0074,developed,improvement_value_ge_20pct_land_value
02-017-0-0077,vacant,land_use_field
02-017-0-0080,vacant,land_use_field
02-017-0-0081,vacant,land_use_field
02-018-0-0001,vacant,land_use_field
02-018-0-0002,vacant,improvement_value_zero_or_null
02-018-0-0003,vacant,land_use_field
02-018-0-0004,vacant,land_use_field
02-018-0-0005,vacant,improvement_value_zero_or_null
02-018-0-0006,vacant,land_use_field
02-018-0-0007,vacant,improvement_value_zero_or_null
02-018-0-0008,vacant,land_use_field
02-018-0-0009,vacant,land_use_field
02-018-0-0010,vacant,land_use_field
02-018-0-0013,vacant,improvement_value_zero_or_null
02-018-0-0016,vacant,improvement_value_zero_or_null
02-018-0-0017,vacant,improvement_value_zero_or_null
02-018-0-0022,vacant,improvement_value_zero_or_null
02-026-0-0001,vacant,improvement_value_zero_or_null
02-026-0-0009,vacant,improvement_value_zero_or_null
02-026-0-0013,vacant,improvement_value_zero_or_null
02-026-0-0014,vacant,improvement_value_zero_or_null
02-026-0-0016,developed,improvement_value_ge_20pct_land_value
02-026-0-0017,vacant,improvement_value_zero_or_null
02-026-0-0018,developed,improvement_value_ge_20pct_land_value
02-026-0-0019,developed,improvement_value_ge_20pct_land_value
02-026-0-0021,vacant,improvement_value_zero_or_null
02-026-0-0022,vacant,improvement_value_zero_or_null
02-026-0-0023,vacant,improvement_value_zero_or_null
02-026-0-0024,partial,improvement_value_lt_20pct_land_value
02-026-0-0025,partial,improvement_value_lt_20pct_land_value
02-026-0-0026,partial,improvement_value_lt_20pct_land_value
02-026-0-0027,partial,improvement_value_lt_20pct_land_value
02-027-0-0001,developed,improvement_value_ge_20pct_land_value
02-027-0-0002,partial,improvement_value_lt_20pct_land_value
02-027-0-0003,developed,improvement_value_ge_20pct_land_value
02-027-0-0004,developed,improvement_value_ge_20pct_land_value
02-027-0-0005,partial,improvement_value_lt_20pct_land_value
02-027-0-0006,partial,improvement_value_lt_20pct_land_value
02-027-0-0007,vacant,improvement_value_zero_or_null
02-027-0-0008,developed,improvement_value_ge_20pct_land_value
02-027-0-0009,vacant,improvement_value_zero_or_null
02-027-0-0010,developed,improvement_value_ge_20pct_land_value
02-027-0-0011,developed,improvement_value_ge_20pct_land_value
02-027-0-0013,partial,improvement_value_lt_20pct_land_value
02-027-0-0014,developed,improvement_value_ge_20pct_land_value
02-027-0-0015,vacant,improvement_value_zero_or_null
02-027-0-0016,vacant,improvement_value_zero_or_null
02-027-0-0017,partial,improvement_value_lt_20pct_land_value
02-027-0-0018,partial,improvement_value_lt_20pct_land_value
02-027-0-0019,partial,improvement_value_lt_20pct_land_value
02-028-0-0001,developed,improvement_value_ge_20pct_land_value
02-028-0-0002,developed,improvement_value_ge_20pct_land_value
02-028-0-0003,developed,improvement_value_ge_20pct_land_value
02-028-0-0004,developed,improvement_value_ge_20pct_land_value
02-028-0-0005,vacant,land_use_field
02-028-0-0006,developed,improvement_value_ge_20pct_land_value
02-028-0-0007,partial,improvement_value_lt_20pct_land_value
02-028-0-0008,developed,improvement_value_ge_20pct_land_value
02-028-0-0010,developed,improvement_value_ge_20pct_land_value
02-028-0-0011,developed,improvement_value_ge_20pct_land_value
02-028-0-0012,developed,improvement_value_ge_20pct_land_value
02-028-0-0013,developed,improvement_value_ge_20pct_land_value
02-028-0-0014,vacant,improvement_value_zero_or_null
02-029-0-0001,developed,improvement_value_ge_20pct_land_value
02-029-0-0002,developed,improvement_value_ge_20pct_land_value
02-029-0-0003,developed,improvement_value_ge_20pct_land_value
02-029-0-0004,developed,improvement_value_ge_20pct_land_value
02-029-0-0005,vacant,improvement_value_zero_or_null
02-029-0-0006,developed,improvement_value_ge_20pct_land_value
02-029-0-0007,developed,improvement_value_ge_20pct_land_value
02-029-0-0008,developed,improvement_value_ge_20pct_land_value
02-029-0-0009,developed,improvement_value_ge_20pct_land_value
02-029-0-0010,developed,improvement_value_ge_20pct_land_value
02-029-0-0011,developed,improvement_value_ge_20pct_land_value
02-029-0-0012,developed,improvement_value_ge_20pct_land_value
02-029-0-0013,developed,improvement_value_ge_20pct_land_value
02-029-0-0014,developed,improvement_value_ge_20pct_land_value
02-029-0-0015,vacant,improvement_value_zero_or_null
02-029-0-0016,developed,improvement_value_ge_20pct_land_value
02-029-0-0017,vacant,land_use_field
02-030-0-0001,developed,improvement_value_ge_20pct_land_value
02-030-0-0002,developed,improvement_value_ge_20pct_land_value
02-030-0-0003,developed,improvement_value_ge_20pct_land_value
02-030-0-0004,developed,improvement_value_ge_20pct_land_value
02-030-0-0005,developed,improvement_value_ge_20pct_land_value
02-030-0-0006,developed,improvement_value_ge_20pct_land_value
02-030-0-0007,developed,improvement_value_ge_20pct_land_value
02-030-0-0010,developed,improvement_value_ge_20pct_land_value
02-030-0-0011,vacant,land_use_field
02-030-0-0013,vacant,land_use_field
02-030-0-0015,developed,improvement_value_ge_20pct_land_value
02-030-0-0016,developed,improvement_value_ge_20pct_land_value
02-030-0-0017,vacant,land_use_field
02-030-0-0018,developed,improvement_value_ge_20pct_land_value
02-030-0-0019,developed,improvement_value_ge_20pct_land_value
02-030-0-0020,developed,improvement_value_ge_20pct_land_value
02-030-0-0023,developed,improvement_value_ge_20pct_land_value
02-030-0-0024,developed,improvement_value_ge_20pct_land_value
02-030-0-0027,developed,improvement_value_ge_20pct_land_value
02-030-0-0028,developed,improvement_value_ge_20pct_land_value
02-030-0-0029,developed,improvement_value_ge_20pct_land_value
02-030-0-0030,developed,improvement_value_ge_20pct_land_value
02-030-0-0031,developed,improvement_value_ge_20pct_land_value
02-030-0-0032,developed,improvement_value_ge_20pct_land_value
02-030-0-0033,developed,improvement_value_ge_20pct_land_value
02-030-0-0034,developed,improvement_value_ge_20pct_land_value
02-030-0-0035,developed,improvement_value_ge_20pct_land_value
02-030-0-0036,developed,improvement_value_ge_20pct_land_value
02-030-0-0037,developed,improvement_value_ge_20pct_land_value
02-030-0-0038,developed,improvement_value_ge_20pct_land_value
02-030-0-0040,developed,improvement_value_ge_20pct_land_value
02-030-0-0041,vacant,improvement_value_zero_or_null
02-030-0-0042,developed,improvement_value_ge_20pct_land_value
02-030-0-0043,developed,improvement_value_ge_20pct_land_value
02-030-0-0044,developed,improvement_value_ge_20pct_land_value
02-030-0-0045,developed,improvement_value_ge_20pct_land_value
02-031-0-0001,developed,improvement_value_ge_20pct_land_value
02-031-0-0002,developed,improvement_value_ge_20pct_land_value
02-031-0-0003,vacant,land_use_field
02-031-0-0004,developed,improvement_value_ge_20pct_land_value
02-031-0-0005,developed,improvement_value_ge_20pct_land_value
02-031-0-0006,developed,improvement_value_ge_20pct_land_value
02-031-0-0007,developed,improvement_value_ge_20pct_land_value
02-031-0-0008,developed,improvement_value_ge_20pct_land_value
02-031-0-0009,developed,improvement_value_ge_20pct_land_value
02-031-0-0010,developed,improvement_value_ge_20pct_land_value
02-031-0-0011,developed,improvement_value_ge_20pct_land_value
02-031-0-0012,developed,improvement_value_ge_20pct_land_value
02-031-0-0013,partial,improvement_value_lt_20pct_land_value
02-031-0-0014,partial,improvement_value_lt_20pct_land_value
02-031-0-0015,developed,improvement_value_ge_20pct_land_value
02-031-0-0016,developed,improvement_value_ge_20pct_land_value
02-031-0-0018,developed,improvement_value_ge_20pct_land_value
02-031-0-0019,developed,improvement_value_ge_20pct_land_value
02-031-0-0020,vacant,improvement_value_zero_or_null
02-031-0-0021,developed,improvement_value_ge_20pct_land_value
02-031-0-0022,developed,improvement_value_ge_20pct_land_value
02-031-0-0023,developed,improvement_value_ge_20pct_land_value
02-031-0-0026,developed,improvement_value_ge_20pct_land_value
02-031-0-0029,partial,improvement_value_lt_20pct_land_value
02-031-0-0030,developed,improvement_value_ge_20pct_land_value
02-031-0-0031,developed,improvement_value_ge_20pct_land_value
02-031-0-0036,developed,improvement_value_ge_20pct_land_value
02-031-0-0037,vacant,improvement_value_zero_or_null
02-031-0-0039,vacant,land_use_field
02-031-0-0041,developed,improvement_value_ge_20pct_land_value
02-031-0-0042,developed,improvement_value_ge_20pct_land_value
02-031-0-0044,developed,improvement_value_ge_20pct_land_value
02-032-0-0001,developed,improvement_value_ge_20pct_land_value
02-032-0-0002,partial,improvement_value_lt_20pct_land_value
02-032-0-0003,developed,improvement_value_ge_20pct_land_value
02-032-0-0004,developed,improvement_value_ge_20pct_land_value
02-032-0-0005,developed,improvement_value_ge_20pct_land_value
02-032-0-0006,developed,improvement_value_ge_20pct_land_value
02-032-0-0007,developed,improvement_value_ge_20pct_land_value
02-032-0-0008,developed,improvement_value_ge_20pct_land_value
02-032-0-0009,developed,improvement_value_ge_20pct_land_value
02-032-0-0010,developed,improvement_value_ge_20pct_land_value
02-032-0-0011,developed,improvement_value_ge_20pct_land_value
02-032-0-0013,developed,improvement_value_ge_20pct_land_value
02-032-0-0015,developed,improvement_value_ge_20pct_land_value
02-032-0-0016,vacant,improvement_value_zero_or_null
02-032-0-0017,vacant,improvement_value_zero_or_null
02-032-0-0019,developed,improvement_value_ge_20pct_land_value
02-032-0-0020,vacant,land_use_field
02-032-0-0025,vacant,improvement_value_zero_or_null
02-032-0-0028,vacant,improvement_value_zero_or_null
02-032-0-0029,developed,improvement_value_ge_20pct_land_value
02-033-0-0001,developed,improvement_value_ge_20pct_land_value
02-033-0-0002,developed,improvement_value_ge_20pct_land_value
02-033-0-0003,developed,improvement_value_ge_20pct_land_value
02-033-0-0004,vacant,improvement_value_zero_or_null
02-033-0-0005,vacant,improvement_value_zero_or_null
02-033-0-0006,developed,improvement_value_ge_20pct_land_value
02-033-0-0007,vacant,improvement_value_zero_or_null
02-033-0-0009,vacant,improvement_value_zero_or_null
02-033-0-0016,developed,improvement_value_ge_20pct_land_value
02-033-0-0017,developed,improvement_value_ge_20pct_land_value
02-033-0-0019,developed,improvement_value_ge_20pct_land_value
02-033-0-0022,developed,improvement_value_ge_20pct_land_value
02-033-0-0023,developed,improvement_value_ge_20pct_land_value
02-033-0-0024,developed,improvement_value_ge_20pct_land_value
02-033-0-0027,developed,improvement_value_ge_20pct_land_value
02-033-0-0028,developed,improvement_value_ge_20pct_land_value
02-033-0-0029,developed,improvement_value_ge_20pct_land_value
02-033-0-0030,developed,improvement_value_ge_20pct_land_value
02-033-0-0031,vacant,land_use_field
02-033-0-0032,developed,improvement_value_ge_20pct_land_value
02-033-0-0033,developed,improvement_value_ge_20pct_land_value
02-033-0-0034,vacant,improvement_value_zero_or_null
02-033-0-0036,developed,improvement_value_ge_20pct_land_value
02-033-0-0037,developed,improvement_value_ge_20pct_land_value
02-033-0-0038,developed,improvement_value_ge_20pct_land_value
02-034-0-0001,developed,improvement_value_ge_20pct_land_value
02-034-0-0002,developed,improvement_value_ge_20pct_land_value
02-034-0-0003,developed,improvement_value_ge_20pct_land_value
02-034-0-0004,developed,improvement_value_ge_20pct_land_value
02-034-0-0005,developed,improvement_value_ge_20pct_land_value
02-034-0-0007,developed,improvement_value_ge_20pct_land_value
02-034-0-0008,vacant,land_use_field
02-034-0-0009,developed,improvement_value_ge_20pct_land_value
02-034-0-0010,developed,improvement_value_ge_20pct_land_value
02-034-0-0013,developed,improvement_value_ge_20pct_land_value
02-034-0-0014,vacant,land_use_field
02-034-0-0015,developed,improvement_value_ge_20pct_land_value
02-034-0-0016,developed,improvement_value_ge_20pct_land_value
02-034-0-0017,developed,improvement_value_ge_20pct_land_value
02-034-0-0018,developed,improvement_value_ge_20pct_land_value
02-034-0-0020,developed,improvement_value_ge_20pct_land_value
02-034-0-0021,developed,improvement_value_ge_20pct_land_value
02-034-0-0022,developed,improvement_value_ge_20pct_land_value
02-034-0-0023,developed,improvement_value_ge_20pct_land_value
02-034-0-0024,developed,improvement_value_ge_20pct_land_value
02-034-0-0025,developed,improvement_value_ge_20pct_land_value
02-034-0-0026,developed,improvement_value_ge_20pct_land_value
02-034-0-0027,developed,improvement_value_ge_20pct_land_value
02-034-0-0030,vacant,improvement_value_zero_or_null
02-034-0-0032,vacant,improvement_value_zero_or_null
02-034-0-0033,developed,improvement_value_ge_20pct_land_value
02-034-0-0034,developed,improvement_value_ge_20pct_land_value
02-034-0-0035,developed,improvement_value_ge_20pct_land_value
02-035-0-0001,developed,improvement_value_ge_20pct_land_value
02-035-0-0002,developed,improvement_value_ge_20pct_land_value
02-035-0-0003,developed,improvement_value_ge_20pct_land_value
02-035-0-0004,developed,improvement_value_ge_20pct_land_value
02-035-0-0005,developed,improvement_value_ge_20pct_land_value
02-035-0-0006,developed,improvement_value_ge_20pct_land_value
02-035-0-0009,developed,improvement_value_ge_20pct_land_value
02-035-0-0011,vacant,land_use_field
02-035-0-0012,developed,improvement_value_ge_20pct_land_value
02-035-0-0013,developed,improvement_value_ge_20pct_land_value
02-035-0-0016,developed,improvement_value_ge_20pct_land_value
02-035-0-0017,vacant,land_use_field
02-035-0-0018,developed,improvement_value_ge_20pct_land_value
02-035-0-0019,developed,improvement_value_ge_20pct_land_value
02-035-0-0020,developed,improvement_value_ge_20pct_land_value
02-035-0-0021,developed,improvement_value_ge_20pct_land_value
02-035-0-0022,developed,improvement_value_ge_20pct_land_value
02-035-0-0023,developed,improvement_value_ge_20pct_land_value
02-035-0-0024,vacant,improvement_value_zero_or_null
02-035-0-0025,vacant,improvement_value_zero_or_null
02-035-0-0027,vacant,improvement_value_zero_or_null
02-035-0-0028,developed,improvement_value_ge_20pct_land_value
02-035-0-0030,developed,improvement_value_ge_20pct_land_value
02-035-0-0031,developed,improvement_value_ge_20pct_land_value
02-035-0-0032,developed,improvement_value_ge_20pct_land_value
02-036-0-0003,developed,improvement_value_ge_20pct_land_value
02-036-0-0007,developed,improvement_value_ge_20pct_land_value
02-036-0-0009,developed,improvement_value_ge_20pct_land_value
02-036-0-0011,developed,improvement_value_ge_20pct_land_value
02-036-0-0012,partial,improvement_value_lt_20pct_land_value
02-036-0-0013,developed,improvement_value_ge_20pct_land_value
02-036-0-0014,developed,improvement_value_ge_20pct_land_value
02-036-0-0019,developed,improvement_value_ge_20pct_land_value
02-036-0-0020,developed,improvement_value_ge_20pct_land_value
02-036-0-0021,developed,improvement_value_ge_20pct_land_value
02-036-0-0022,developed,improvement_value_ge_20pct_land_value
02-036-0-0023,developed,improvement_value_ge_20pct_land_value
02-036-0-0024,developed,improvement_value_ge_20pct_land_value
02-036-0-0028,partial,improvement_value_lt_20pct_land_value
02-036-0-0031,developed,improvement_value_ge_20pct_land_value
02-036-0-0032,developed,improvement_value_ge_20pct_land_value
02-036-0-0033,developed,improvement_value_ge_20pct_land_value
02-036-0-0034,developed,improvement_value_ge_20pct_land_value
02-036-0-0036,developed,improvement_value_ge_20pct_land_value
02-036-0-0037,partial,improvement_value_lt_20pct_land_value
02-036-0-0038,vacant,land_use_field
02-037-0-0001,developed,improvement_value_ge_20pct_land_value
02-037-0-0002,developed,improvement_value_ge_20pct_land_value
02-037-0-0003,developed,improvement_value_ge_20pct_land_value
02-037-0-0004,developed,improvement_value_ge_20pct_land_value
02-037-0-0005,developed,improvement_value_ge_20pct_land_value
02-037-0-0006,developed,improvement_value_ge_20pct_land_value
02-037-0-0007,developed,improvement_value_ge_20pct_land_value
02-037-0-0008,developed,improvement_value_ge_20pct_land_value
02-037-0-0009,developed,improvement_value_ge_20pct_land_value
02-037-0-0010,developed,improvement_value_ge_20pct_land_value
02-037-0-0011,developed,improvement_value_ge_20pct_land_value
02-037-0-0012,developed,improvement_value_ge_20pct_land_value
02-037-0-0013,developed,improvement_value_ge_20pct_land_value
02-037-0-0014,developed,improvement_value_ge_20pct_land_value
02-037-0-0015,developed,improvement_value_ge_20pct_land_value
02-037-0-0016,partial,improvement_value_lt_20pct_land_value
02-037-0-0018,developed,improvement_value_ge_20pct_land_value
02-037-0-0019,developed,improvement_value_ge_20pct_land_value
02-037-0-0020,developed,improvement_value_ge_20pct_land_value
02-037-0-0021,developed,improvement_value_ge_20pct_land_value
02-037-0-0022,developed,improvement_value_ge_20pct_land_value
02-037-0-0023,developed,improvement_value_ge_20pct_land_value
02-037-0-0024,developed,improvement_value_ge_20pct_land_value
02-037-0-0025,developed,improvement_value_ge_20pct_land_value
02-037-0-0026,developed,improvement_value_ge_20pct_land_value
02-037-0-0027,developed,improvement_value_ge_20pct_land_value
02-037-0-0028,developed,improvement_value_ge_20pct_land_value
02-037-0-0030,developed,improvement_value_ge_20pct_land_value
02-037-0-0031,developed,improvement_value_ge_20pct_land_value
02-037-0-0033,developed,improvement_value_ge_20pct_land_value
02-037-0-0034,developed,improvement_value_ge_20pct_land_value
02-037-0-0035,developed,improvement_value_ge_20pct_land_value
02-037-0-0036,developed,improvement_value_ge_20pct_land_value
02-037-0-0037,developed,improvement_value_ge_20pct_land_value
02-037-0-0038,developed,improvement_value_ge_20pct_land_value
02-037-0-0039,developed,improvement_value_ge_20pct_land_value
02-037-0-0042,developed,improvement_value_ge_20pct_land_value
02-037-0-0043,developed,improvement_value_ge_20pct_land_value
02-037-0-0044,developed,improvement_value_ge_20pct_land_value
02-037-0-0045,developed,improvement_value_ge_20pct_land_value
02-037-0-0046,developed,improvement_value_ge_20pct_land_value
02-037-0-0047,vacant,land_use_field
02-037-0-0048,vacant,land_use_field
02-037-0-0049,partial,improvement_value_lt_20pct_land_value
02-037-0-0050,vacant,land_use_field
02-037-0-0051,vacant,land_use_field
02-038-0-0001,developed,improvement_value_ge_20pct_land_value
02-038-0-0004,developed,improvement_value_ge_20pct_land_value
02-038-0-0005,developed,improvement_value_ge_20pct_land_value
02-038-0-0006,developed,improvement_value_ge_20pct_land_value
02-038-0-0009,developed,improvement_value_ge_20pct_land_value
02-038-0-0010,developed,improvement_value_ge_20pct_land_value
02-038-0-0011,developed,improvement_value_ge_20pct_land_value
02-038-0-0012,developed,improvement_value_ge_20pct_land_value
02-038-0-0014,developed,improvement_value_ge_20pct_land_value
02-038-0-0015,developed,improvement_value_ge_20pct_land_value
02-038-0-0017,developed,improvement_value_ge_20pct_land_value
02-038-0-0018,developed,improvement_value_ge_20pct_land_value
02-038-0-0019,developed,improvement_value_ge_20pct_land_value
02-038-0-0020,developed,improvement_value_ge_20pct_land_value
02-038-0-0021,developed,improvement_value_ge_20pct_land_value
02-038-0-0022,developed,improvement_value_ge_20pct_land_value
02-038-0-0023,developed,improvement_value_ge_20pct_land_value
02-038-0-0024,developed,improvement_value_ge_20pct_land_value
02-038-0-0025,developed,improvement_value_ge_20pct_land_value
02-038-0-0026,developed,improvement_value_ge_20pct_land_value
02-038-0-0027,vacant,land_use_field
02-038-0-0028,developed,improvement_value_ge_20pct_land_value
