parcel_id,vacancy_class,source_signal
086830502,developed,missing_values_default_developed
086840001,developed,missing_values_default_developed
086840002,developed,missing_values_default_developed
086840003,developed,missing_values_default_developed
086840004,developed,missing_values_default_developed
086840005,developed,missing_values_default_developed
086840006,developed,missing_values_default_developed
086850003,developed,building_fields_no_values
086860001,developed,building_fields_no_values
086870176,developed,missing_values_default_developed
086870177,developed,missing_values_default_developed
086870178,developed,missing_values_default_developed
086870179,developed,missing_values_default_developed
086870180,developed,missing_values_default_developed
086870181,developed,missing_values_default_developed
086870182,developed,missing_values_default_developed
086870183,developed,missing_values_default_developed
086870184,developed,missing_values_default_developed
086870185,developed,missing_values_default_developed
086870186,developed,missing_values_default_developed
086870187,developed,missing_values_default_developed
086870188,developed,missing_values_default_developed
086870189,developed,missing_values_default_developed
086870190,developed,missing_values_default_developed
086870191,developed,missing_values_default_developed
086870192,developed,missing_values_default_developed
086870193,developed,missing_values_default_developed
086870194,developed,missing_values_default_developed
086870195,developed,missing_values_default_developed
086870196,developed,missing_values_default_developed
086870197,developed,missing_values_default_developed
086870198,developed,missing_values_default_developed
086870199,developed,missing_values_default_developed
086870200,developed,missing_values_default_developed
086870201,developed,missing_values_default_developed
086870202,developed,missing_values_default_developed
086870203,developed,missing_values_default_developed
086870204,developed,missing_values_default_developed
086870205,developed,missing_values_default_developed
086870206,developed,missing_values_default_developed
086870207,developed,missing_values_default_developed
086870208,developed,missing_values_default_developed
086870209,developed,missing_values_default_developed
086880011,developed,building_fields_no_values
086880012,developed,building_fields_no_values
086890002,developed,missing_values_default_developed
086900001,developed,missing_values_default_developed
086900002,developed,missing_values_default_developed
086900003,developed,missing_values_default_developed
086900004,developed,missing_values_default_developed
086900010,developed,missing_values_default_developed
086900011,developed,missing_values_default_developed
086900012,developed,missing_values_default_developed
086900013,developed,missing_values_default_developed
086900014,developed,missing_values_default_developed
086900015,developed,missing_values_default_developed
086900016,developed,missing_values_default_developed
086910001,developed,missing_values_default_developed
086910002,developed,missing_values_default_developed
086910003,developed,missing_values_default_developed
086910004,developed,missing_values_default_developed
086910005,developed,missing_values_default_developed
086910006,developed,missing_values_default_developed
086920231,developed,missing_values_default_developed
086930001,developed,building_fields_no_values
086930002,developed,missing_values_default_developed
086940003,developed,building_fields_no_values
086940005,developed,missing_values_default_developed
086940006,developed,missing_values_default_developed
086950101,developed,missing_values_default_developed
086950102,developed,missing_values_default_developed
086950103,developed,missing_values_default_developed
086950104,developed,missing_values_default_developed
086950105,developed,missing_values_default_developed
086950106,developed,missing_values_default_developed
086950107,developed,missing_values_default_developed
086950108,developed,missing_values_default_developed
086950109,developed,missing_values_default_developed
086950110,developed,missing_values_default_developed
086950111,developed,missing_values_default_developed
086950112,developed,missing_values_default_developed
086950113,developed,missing_values_default_developed
086950114,developed,missing_values_default_developed
086950115,developed,missing_values_default_developed
086950116,developed,missing_values_default_developed
086950117,developed,missing_values_default_developed
086950118,developed,missing_values_default_developed
086950119,developed,missing_values_default_developed
086950120,developed,missing_values_default_developed
086950121,developed,missing_values_default_developed
086950122,developed,missing_values_default_developed
086950123,developed,missing_values_default_developed
086950124,developed,missing_values_default_developed
086950125,developed,missing_values_default_developed
086950126,developed,missing_values_default_developed
086950127,developed,missing_values_default_developed
086950128,developed,missing_values_default_developed
086950129,developed,missing_values_default_developed
086950130,developed,missing_values_default_developed
086950131,developed,missing_values_default_developed
086950132,developed,missing_values_default_developed
086950133,developed,missing_values_default_developed
086950207,developed,missing_values_default_developed
086950208,developed,missing_values_default_developed
086950209,developed,missing_values_default_developed
086950210,developed,missing_values_default_developed
086950211,developed,missing_values_default_developed
086950218,developed,missing_values_default_developed
086950219,developed,missing_values_default_developed
086950220,developed,missing_values_default_developed
086950221,developed,missing_values_default_developed
086950222,developed,missing_values_default_developed
086950223,developed,missing_values_default_developed
086950224,developed,missing_values_default_developed
086950225,developed,missing_values_default_developed
086950226,developed,missing_values_default_developed
086950227,developed,missing_values_default_developed
086950228,developed,missing_values_default_developed
086950229,developed,missing_values_default_developed
086950230,developed,missing_values_default_developed
086950231,developed,missing_values_default_developed
086960001,developed,missing_values_default_developed
086960002,developed,missing_values_default_developed
086960003,developed,missing_values_default_developed
086960004,developed,missing_values_default_developed
086960005,developed,missing_values_default_developed
086970801,developed,missing_values_default_developed
086970802,developed,missing_values_default_developed
086970803,developed,missing_values_default_developed
086970804,developed,missing_values_default_developed
086970805,developed,missing_values_default_developed
086970806,developed,missing_values_default_developed
086970807,developed,missing_values_default_developed
086970808,developed,missing_values_default_developed
086970809,developed,missing_values_default_developed
086970810,developed,missing_values_default_developed
086970811,developed,missing_values_default_developed
086970812,developed,missing_values_default_developed
086970813,developed,missing_values_default_developed
086970814,developed,missing_values_default_developed
086970815,developed,missing_values_default_developed
086970816,developed,missing_values_default_developed
086970817,developed,missing_values_default_developed
086970818,developed,missing_values_default_developed
086980001,developed,missing_values_default_developed
086980002,developed,missing_values_default_developed
086980003,developed,missing_values_default_developed
086980004,developed,missing_values_default_developed
086990001,developed,missing_values_default_developed
086990002,developed,missing_values_default_developed
086990003,developed,missing_values_default_developed
086990004,developed,missing_values_default_developed
086990005,developed,missing_values_default_developed
086990006,developed,missing_values_default_developed
086990007,developed,missing_values_default_developed
086990008,developed,missing_values_default_developed
086990009,developed,missing_values_default_developed
086990010,developed,missing_values_default_developed
086990011,developed,missing_values_default_developed
086990012,developed,missing_values_default_developed
086990013,developed,missing_values_default_developed
086990014,developed,missing_values_default_developed
087000005,developed,missing_values_default_developed
087000006,developed,missing_values_default_developed
087000007,developed,missing_values_default_developed
087000008,developed,missing_values_default_developed
087010001,developed,missing_values_default_developed
087010002,developed,missing_values_default_developed
087020001,developed,missing_values_default_developed
087030401,developed,missing_values_default_developed
087030402,developed,missing_values_default_developed
087030403,developed,missing_values_default_developed
087030404,developed,missing_values_default_developed
087030405,developed,missing_values_default_developed
087030406,developed,missing_values_default_developed
087030407,developed,missing_values_default_developed
087030408,developed,missing_values_default_developed
087030409,developed,missing_values_default_developed
087030410,developed,missing_values_default_developed
087030411,developed,missing_values_default_developed
087030412,developed,missing_values_default_developed
087040134,developed,missing_values_default_developed
087040135,developed,missing_values_default_developed
087040136,developed,missing_values_default_developed
087040137,developed,missing_values_default_developed
087040138,developed,missing_values_default_developed
087040139,developed,missing_values_default_developed
087040140,developed,missing_values_default_developed
087040141,developed,missing_values_default_developed
087040142,developed,missing_values_default_developed
087040143,developed,missing_values_default_developed
087040144,developed,missing_values_default_developed
087040145,developed,missing_values_default_developed
087040146,developed,missing_values_default_developed
087040147,developed,missing_values_default_developed
087040148,developed,missing_values_default_developed
087040149,developed,missing_values_default_developed
087040150,developed,missing_values_default_developed
087040151,developed,missing_values_default_developed
087040152,developed,missing_values_default_developed
087040153,developed,missing_values_default_developed
087040154,developed,missing_values_default_developed
087040155,developed,missing_values_default_developed
087040156,developed,missing_values_default_developed
087040157,developed,missing_values_default_developed
087040158,developed,missing_values_default_developed
087040159,developed,missing_values_default_developed
087040160,developed,missing_values_default_developed
087040161,developed,missing_values_default_developed
087040162,developed,missing_values_default_developed
087040163,developed,missing_values_default_developed
087040164,developed,missing_values_default_developed
087040165,developed,missing_values_default_developed
087040166,developed,missing_values_default_developed
087040167,developed,missing_values_default_developed
087040168,developed,missing_values_default_developed
087040169,developed,missing_values_default_developed
087040170,developed,missing_values_default_developed
087040171,developed,missing_values_default_developed
087040172,developed,missing_values_default_developed
087040173,developed,missing_values_default_developed
087040174,developed,missing_values_default_developed
087040175,developed,missing_values_default_developed
087040212,developed,missing_values_default_developed
087040213,developed,missing_values_default_developed
087040214,developed,missing_values_default_developed
087040215,developed,missing_values_default_developed
087040216,developed,missing_values_default_developed
087040217,developed,missing_values_default_developed
087040218,developed,missing_values_default_developed
087040219,developed,missing_values_default_developed
087040220,developed,missing_values_default_developed
087050201,developed,missing_values_default_developed
087050202,developed,missing_values_default_developed
087060001,developed,missing_values_default_developed
087060002,developed,missing_values_default_developed
087070001,developed,missing_values_default_developed
087070002,developed,missing_values_default_developed
087070003,developed,missing_values_default_developed
087070004,developed,missing_values_default_developed
087070005,developed,missing_values_default_developed
087070006,developed,missing_values_default_developed
087070007,developed,missing_values_default_developed
087070008,developed,missing_values_default_developed
087070009,developed,missing_values_default_developed
087070010,developed,missing_values_default_developed
087070011,developed,missing_values_default_developed
087070012,developed,missing_values_default_developed
087070013,developed,missing_values_default_developed
087070014,developed,missing_values_default_developed
087070015,developed,missing_values_default_developed
087070016,developed,missing_values_default_developed
087070017,developed,missing_values_default_developed
087070018,developed,missing_values_default_developed
087070019,developed,missing_values_default_developed
087070020,developed,missing_values_default_developed
087070021,developed,missing_values_default_developed
087070022,developed,missing_values_default_developed
087070023,developed,missing_values_default_developed
087070024,developed,missing_values_default_developed
087070025,developed,missing_values_default_developed
087070026,developed,missing_values_default_developed
087080001,developed,missing_values_default_developed
087080002,developed,missing_values_default_developed
087080003,developed,missing_values_default_developed
087090001,developed,missing_values_default_developed
087090003,developed,missing_values_default_developed
087100001,developed,missing_values_default_developed
087100002,developed,missing_values_default_developed
087110001,developed,missing_values_default_developed
087110002,developed,missing_values_default_developed
087110003,developed,missing_values_default_developed
087110004,developed,missing_values_default_developed
087110005,developed,missing_values_default_developed
087110006,developed,missing_values_default_developed
087110007,developed,missing_values_default_developed
087110008,developed,missing_values_default_developed
087120002,developed,missing_values_default_developed
087120003,developed,missing_values_default_developed
087130001,developed,missing_values_default_developed
087130002,developed,missing_values_default_developed
087140001,developed,missing_values_default_developed
087140002,developed,missing_values_default_developed
087150002,developed,missing_values_default_developed
087160001,developed,missing_values_default_developed
087160003,developed,missing_values_default_developed
087160005,developed,missing_values_default_developed
087170001,developed,missing_values_default_developed
087180201,developed,missing_values_default_developed
087180202,developed,missing_values_default_developed
087190323,developed,missing_values_default_developed
087200001,developed,missing_values_default_developed
087200002,developed,missing_values_default_developed
087200003,developed,missing_values_default_developed
087200004,developed,missing_values_default_developed
087200005,developed,missing_values_default_developed
087200006,developed,missing_values_default_developed
087200007,developed,missing_values_default_developed
087200008,developed,missing_values_default_developed
087200009,developed,missing_values_default_developed
087200010,developed,missing_values_default_developed
087200011,developed,missing_values_default_developed
087200012,developed,missing_values_default_developed
087200013,developed,missing_values_default_developed
087200014,developed,missing_values_default_developed
087200015,developed,missing_values_default_developed
087200016,developed,missing_values_default_developed
087200017,developed,missing_values_default_developed
087210701,developed,missing_values_default_developed
087210702,developed,missing_values_default_developed
09-001-0-0001,vacant,improvement_value_zero_or_null
09-001-0-0004,developed,improvement_value_ge_20pct_land_value
09-001-0-0005,developed,improvement_value_ge_20pct_land_value
09-001-0-0006,vacant,land_use_field
09-001-A-0001,developed,improvement_value_ge_20pct_land_value
09-001-A-0002,developed,improvement_value_ge_20pct_land_value
09-001-A-0003,developed,improvement_value_ge_20pct_land_value
09-001-A-0004,developed,improvement_value_ge_20pct_land_value
09-001-B-0001,developed,improvement_value_ge_20pct_land_value
09-001-B-0002,developed,improvement_value_ge_20pct_land_value
09-001-C-0001,developed,improvement_value_ge_20pct_land_value
09-002-0-0001,developed,improvement_value_ge_20pct_land_value
09-002-0-0002,developed,improvement_value_ge_20pct_land_value
09-002-0-0003,developed,improvement_value_ge_20pct_land_value
09-002-0-0004,developed,improvement_value_ge_20pct_land_value
09-002-0-0005,developed,improvement_value_ge_20pct_land_value
09-002-0-0006,developed,improvement_value_ge_20pct_land_value
09-002-0-0007,developed,improvement_value_ge_20pct_land_value
09-002-0-0008,developed,improvement_value_ge_20pct_land_value
09-002-0-0009,developed,improvement_value_ge_20pct_land_value
09-002-0-0010,developed,improvement_value_ge_20pct_land_value
09-002-0-0011,developed,improvement_value_ge_20pct_land_value
09-002-0-0012,developed,improvement_value_ge_20pct_land_value
09-002-0-0013,developed,improvement_value_ge_20pct_land_value
09-002-0-0014,developed,improvement_value_ge_20pct_land_value
09-002-0-0015,developed,improvement_value_ge_20pct_land_value
09-002-0-0016,developed,improvement_value_ge_20pct_land_value
09-002-0-0017,developed,improvement_value_ge_20pct_land_value
09-002-0-0018,developed,improvement_value_ge_20pct_land_value
09-002-0-0019,developed,improvement_value_ge_20pct_land_value
09-002-0-0020,developed,improvement_value_ge_20pct_land_value
09-002-0-0021,developed,improvement_value_ge_20pct_land_value
09-002-0-0022,developed,improvement_value_ge_20pct_land_value
09-002-0-0023,developed,improvement_value_ge_20pct_land_value
09-002-0-0024,developed,improvement_value_ge_20pct_land_value
09-002-0-0025,developed,improvement_value_ge_20pct_land_value
09-002-0-0026,developed,improvement_value_ge_20pct_land_value
09-002-0-0027,developed,improvement_value_ge_20pct_land_value
09-002-0-0028,developed,improvement_value_ge_20pct_land_value
09-002-0-0029,developed,improvement_value_ge_20pct_land_value
09-002-0-0030,developed,improvement_value_ge_20pct_land_value
09-002-0-0031,developed,improvement_value_ge_20pct_land_value
09-002-0-0032,developed,improvement_value_ge_20pct_land_value
09-002-0-0033,developed,improvement_value_ge_20pct_land_value
09-002-0-0034,developed,improvement_value_ge_20pct_land_value
09-002-0-0035,developed,improvement_value_ge_20pct_land_value
09-002-A-0001,vacant,land_use_field
09-002-A-0002,developed,improvement_value_ge_20pct_land_value
09-002-A-0003,developed,improvement_value_ge_20pct_land_value
09-002-A-0005,developed,improvement_value_ge_20pct_land_value
09-003-0-0001,developed,improvement_value_ge_20pct_land_value
09-003-0-0002,developed,improvement_value_ge_20pct_land_value
09-003-0-0003,developed,improvement_value_ge_20pct_land_value
09-003-0-0004,developed,improvement_value_ge_20pct_land_value
09-003-0-0005,developed,improvement_value_ge_20pct_land_value
09-003-0-0006,developed,improvement_value_ge_20pct_land_value
09-003-0-0007,developed,improvement_value_ge_20pct_land_value
09-003-0-0008,developed,improvement_value_ge_20pct_land_value
09-003-0-0009,developed,improvement_value_ge_20pct_land_value
09-003-0-0010,developed,improvement_value_ge_20pct_land_value
09-003-0-0011,developed,improvement_value_ge_20pct_land_value
09-003-0-0012,developed,improvement_value_ge_20pct_land_value
09-003-0-0013,developed,improvement_value_ge_20pct_land_value
09-003-0-0014,developed,improvement_value_ge_20pct_land_value
09-003-0-0015,developed,improvement_value_ge_20pct_land_value
09-003-0-0016,developed,improvement_value_ge_20pct_land_value
09-003-0-0017,developed,improvement_value_ge_20pct_land_value
09-003-0-0018,developed,improvement_value_ge_20pct_land_value
09-003-0-0019,developed,improvement_value_ge_20pct_land_value
09-003-0-0020,developed,improvement_value_ge_20pct_land_value
09-003-0-0021,developed,improvement_value_ge_20pct_land_value
09-003-0-0022,developed,improvement_value_ge_20pct_land_value
09-003-0-0023,developed,improvement_value_ge_20pct_land_value
09-003-0-0024,developed,improvement_value_ge_20pct_land_value
09-003-0-0025,developed,improvement_value_ge_20pct_land_value
09-003-0-0026,developed,improvement_value_ge_20pct_land_value
09-003-0-0027,developed,improvement_value_ge_20pct_land_value
09-003-0-0028,developed,improvement_value_ge_20pct_land_value
09-003-0-0029,developed,improvement_value_ge_20pct_land_value
09-003-0-0030,developed,improvement_value_ge_20pct_land_value
09-003-0-0031,developed,improvement_value_ge_20pct_land_value
09-003-0-0032,developed,improvement_value_ge_20pct_land_value
09-003-0-0033,developed,improvement_value_ge_20pct_land_value
09-003-0-0034,developed,improvement_value_ge_20pct_land_value
09-003-0-0035,developed,improvement_value_ge_20pct_land_value
09-003-0-0036,developed,improvement_value_ge_20pct_land_value
09-003-0-0037,developed,improvement_value_ge_20pct_land_value
09-003-0-0038,developed,improvement_value_ge_20pct_land_value
09-003-0-0039,developed,improvement_value_ge_20pct_land_value
09-003-0-0040,developed,improvement_value_ge_20pct_land_value
09-003-0-0041,developed,improvement_value_ge_20pct_land_value
09-003-0-0042,developed,improvement_value_ge_20pct_land_value
09-003-0-0043,developed,improvement_value_ge_20pct_land_value
09-003-0-0044,developed,improvement_value_ge_20pct_land_value
09-003-0-0045,developed,improvement_value_ge_20pct_land_value
09-003-0-0046,developed,improvement_value_ge_20pct_land_value
09-003-0-0047,developed,improvement_value_ge_20pct_land_value
09-003-0-0048,developed,improvement_value_ge_20pct_land_value
09-003-0-0049,developed,improvement_value_ge_20pct_land_value
09-003-0-0050,developed,improvement_value_ge_20pct_land_value
09-003-0-0051,developed,improvement_value_ge_20pct_land_value
09-003-0-0052,developed,improvement_value_ge_20pct_land_value
09-003-0-0053,developed,improvement_value_ge_20pct_land_value
09-003-0-0054,developed,improvement_value_ge_20pct_land_value
09-003-0-0055,developed,improvement_value_ge_20pct_land_value
09-003-0-0056,developed,improvement_value_ge_20pct_land_value
09-003-0-0057,developed,improvement_value_ge_20pct_land_value
09-003-0-0058,developed,improvement_value_ge_20pct_land_value
09-003-0-0059,developed,improvement_value_ge_20pct_land_value
09-003-0-0060,developed,improvement_value_ge_20pct_land_value
09-003-0-0061,developed,improvement_value_ge_20pct_land_value
09-003-0-0062,developed,improvement_value_ge_20pct_land_value
09-003-0-0063,developed,improvement_value_ge_20pct_land_value
09-003-0-0064,developed,improvement_value_ge_20pct_land_value
09-003-0-0065,developed,improvement_value_ge_20pct_land_value
09-003-0-0066,developed,improvement_value_ge_20pct_land_value
09-003-0-0067,developed,improvement_value_ge_20pct_land_value
09-003-0-0068,developed,improvement_value_ge_20pct_land_value
09-003-0-0069,developed,improvement_value_ge_20pct_land_value
09-003-0-0070,developed,improvement_value_ge_20pct_land_value
09-003-0-0071,developed,improvement_value_ge_20pct_land_value
09-003-0-0072,developed,improvement_value_ge_20pct_land_value
09-003-0-0073,developed,improvement_value_ge_20pct_land_value
09-003-0-0074,developed,improvement_value_ge_20pct_land_value
09-003-0-0075,developed,improvement_value_ge_20pct_land_value
09-003-0-0076,developed,improvement_value_ge_20pct_land_value
09-003-0-0077,developed,improvement_value_ge_20pct_land_value
09-003-0-0078,developed,improvement_value_ge_20pct_land_value
09-003-0-0079,developed,improvement_value_ge_20pct_land_value
09-003-0-0080,developed,improvement_value_ge_20pct_land_value
09-003-0-0081,developed,improvement_value_ge_20pct_land_value
09-003-0-0082,developed,improvement_value_ge_20pct_land_value
09-003-0-0083,developed,improvement_value_ge_20pct_land_value
09-003-0-0084,developed,improvement_value_ge_20pct_land_value
09-003-0-0085,developed,improvement_value_ge_20pct_land_value
09-003-0-0086,developed,improvement_value_ge_20pct_land_value
09-003-0-0087,developed,improvement_value_ge_20pct_land_value
09-003-0-0088,developed,improvement_value_ge_20pct_land_value
09-003-0-0089,developed,improvement_value_ge_20pct_land_value
09-004-0-0001,developed,improvement_value_ge_20pct_land_value
09-004-0-0002,developed,improvement_value_ge_20pct_land_value
09-004-0-0003,developed,improvement_value_ge_20pct_land_value
09-004-0-0005,vacant,land_use_field
09-004-0-0006,developed,improvement_value_ge_20pct_land_value
09-005-A-0001,developed,improvement_value_ge_20pct_land_value
09-005-A-0002,developed,improvement_value_ge_20pct_land_value
09-006-0-0002,developed,improvement_value_ge_20pct_land_value
09-006-0-0003,developed,improvement_value_ge_20pct_land_value
09-006-0-0004,developed,improvement_value_ge_20pct_land_value
09-006-0-0005,developed,improvement_value_ge_20pct_land_value
09-006-0-0006,developed,improvement_value_ge_20pct_land_value
09-006-0-0007,developed,improvement_value_ge_20pct_land_value
09-006-0-0008,developed,improvement_value_ge_20pct_land_value
09-006-0-0009,developed,improvement_value_ge_20pct_land_value
09-006-0-0010,developed,improvement_value_ge_20pct_land_value
09-006-0-0012,developed,improvement_value_ge_20pct_land_value
09-006-0-0013,developed,improvement_value_ge_20pct_land_value
09-006-0-0014,developed,improvement_value_ge_20pct_land_value
09-006-0-0015,developed,improvement_value_ge_20pct_land_value
09-006-0-0021,developed,improvement_value_ge_20pct_land_value
09-006-0-0022,developed,improvement_value_ge_20pct_land_value
09-006-0-0023,developed,improvement_value_ge_20pct_land_value
09-006-0-0024,developed,improvement_value_ge_20pct_land_value
09-006-0-0025,developed,improvement_value_ge_20pct_land_value
09-006-0-0026,developed,improvement_value_ge_20pct_land_value
09-006-0-0027,developed,improvement_value_ge_20pct_land_value
09-006-0-0029,developed,improvement_value_ge_20pct_land_value
09-006-0-0030,developed,improvement_value_ge_20pct_land_value
09-006-0-0031,developed,improvement_value_ge_20pct_land_value
09-006-0-0032,developed,improvement_value_ge_20pct_land_value
09-006-0-0033,developed,improvement_value_ge_20pct_land_value
09-006-0-0035,developed,improvement_value_ge_20pct_land_value
09-006-0-0037,developed,improvement_value_ge_20pct_land_value
09-006-0-0038,developed,improvement_value_ge_20pct_land_value
09-006-0-0039,developed,improvement_value_ge_20pct_land_value
09-006-0-0041,developed,improvement_value_ge_20pct_land_value
09-006-0-0042,developed,improvement_value_ge_20pct_land_value
09-006-0-0045,developed,improvement_value_ge_20pct_land_value
09-006-0-0046,developed,improvement_value_ge_20pct_land_value
09-006-0-0047,developed,improvement_value_ge_20pct_land_value
09-006-0-0048,developed,improvement_value_ge_20pct_land_value
09-006-0-0049,developed,improvement_value_ge_20pct_land_value
09-006-0-0050,developed,improvement_value_ge_20pct_land_value
09-006-0-0051,partial,improvement_value_lt_20pct_land_value
09-006-0-0052,developed,improvement_value_ge_20pct_land_value
09-006-0-0054,developed,improvement_value_ge_20pct_land_value
09-006-0-0055,vacant,land_use_field
09-006-0-0058,partial,improvement_value_lt_20pct_land_value
09-006-0-0059,developed,improvement_value_ge_20pct_land_value
09-006-0-0061,vacant,improvement_value_zero_or_null
09-006-0-0062,developed,improvement_value_ge_20pct_land_value
09-006-0-0063,developed,improvement_value_ge_20pct_land_value
09-006-0-0064,developed,improvement_value_ge_20pct_land_value
09-006-0-0065,developed,improvement_value_ge_20pct_land_value
09-006-0-0066,developed,improvement_value_ge_20pct_land_value
09-006-0-0067,developed,improvement_value_ge_20pct_land_value
09-006-0-0068,developed,improvement_value_ge_20pct_land_value
09-006-0-0069,developed,improvement_value_ge_20pct_land_value
09-006-0-0070,developed,improvement_value_ge_20pct_land_value
09-006-0-0071,developed,improvement_value_ge_20pct_land_value
09-006-0-0072,developed,improvement_value_ge_20pct_land_value
09-006-0-0073,developed,improvement_value_ge_20pct_land_value
09-006-0-0074,developed,improvement_value_ge_20pct_land_value
09-006-0-0075,developed,improvement_value_ge_20pct_land_value
09-006-0-0079,developed,improvement_value_ge_20pct_land_value
09-006-0-0080,developed,improvement_value_ge_20pct_land_value
09-006-0-0081,developed,improvement_value_ge_20pct_land_value
09-006-0-0082,developed,improvement_value_ge_20pct_land_value
09-006-0-0083,developed,improvement_value_ge_20pct_land_value
09-006-0-0084,developed,improvement_value_ge_20pct_land_value
09-006-0-0085,developed,improvement_value_ge_20pct_land_value
09-006-0-0086,developed,improvement_value_ge_20pct_land_value
09-006-0-0087,developed,improvement_value_ge_20pct_land_value
09-006-0-0088,developed,improvement_value_ge_20pct_land_value
09-006-0-0089,developed,improvement_value_ge_20pct_land_value
09-006-0-0090,developed,improvement_value_ge_20pct_land_value
09-006-0-0091,developed,improvement_value_ge_20pct_land_value
09-006-0-0092,developed,improvement_value_ge_20pct_land_value
09-006-0-0093,developed,improvement_value_ge_20pct_land_value
09-006-0-0094,developed,improvement_value_ge_20pct_land_value
09-006-0-0095,developed,improvement_value_ge_20pct_land_value
09-006-0-0096,developed,improvement_value_ge_20pct_land_value
09-006-0-0098,developed,improvement_value_ge_20pct_land_value
09-006-0-0099,developed,improvement_value_ge_20pct_land_value
09-006-0-0100,developed,improvement_value_ge_20pct_land_value
09-006-0-0103,vacant,improvement_value_zero_or_null
09-006-0-0104,developed,improvement_value_ge_20pct_land_value
09-006-0-0105,developed,improvement_value_ge_20pct_land_value
09-006-0-0108,developed,improvement_value_ge_20pct_land_value
09-006-0-0110,developed,improvement_value_ge_20pct_land_value
09-006-0-0112,developed,improvement_value_ge_20pct_land_value
09-006-0-0113,vacant,land_use_field
09-006-0-0115,developed,improvement_value_ge_20pct_land_value
09-006-0-0116,developed,improvement_value_ge_20pct_land_value
09-006-0-0117,developed,improvement_value_ge_20pct_land_value
09-006-0-0118,vacant,improvement_value_zero_or_null
09-006-0-0119,vacant,improvement_value_zero_or_null
09-006-0-0120,vacant,improvement_value_zero_or_null
09-006-0-0121,vacant,improvement_value_zero_or_null
09-006-0-0123,developed,improvement_value_ge_20pct_land_value
09-006-0-0124,developed,improvement_value_ge_20pct_land_value
09-006-0-0125,developed,improvement_value_ge_20pct_land_value
09-006-0-0128,vacant,land_use_field
09-006-0-0129,vacant,land_use_field
09-006-0-0130,developed,improvement_value_ge_20pct_land_value
09-006-0-0131,developed,improvement_value_ge_20pct_land_value
09-006-0-0132,vacant,land_use_field
09-006-0-0133,developed,improvement_value_ge_20pct_land_value
09-006-0-0134,developed,improvement_value_ge_20pct_land_value
09-006-0-0135,vacant,improvement_value_zero_or_null
09-006-0-0136,developed,improvement_value_ge_20pct_land_value
09-006-0-0137,developed,improvement_value_ge_20pct_land_value
09-006-0-0138,developed,improvement_value_ge_20pct_land_value
09-006-0-0139,developed,improvement_value_ge_20pct_land_value
09-006-0-0140,vacant,land_use_field
09-006-0-0141,developed,improvement_value_ge_20pct_land_value
09-006-0-0144,developed,improvement_value_ge_20pct_land_value
09-006-0-0145,developed,improvement_value_ge_20pct_land_value
09-006-0-0146,developed,improvement_value_ge_20pct_land_value
09-006-0-0150,developed,improvement_value_ge_20pct_land_value
09-006-0-0151,vacant,land_use_field
09-006-0-0152,vacant,land_use_field
09-007-0-0001,developed,improvement_value_ge_20pct_land_value
09-007-0-0002,developed,improvement_value_ge_20pct_land_value
09-007-0-0003,developed,improvement_value_ge_20pct_land_value
09-007-0-0004,developed,improvement_value_ge_20pct_land_value
09-007-0-0005,developed,improvement_value_ge_20pct_land_value
09-007-0-0006,developed,improvement_value_ge_20pct_land_value
09-007-0-0007,developed,improvement_value_ge_20pct_land_value
09-007-0-0008,developed,improvement_value_ge_20pct_land_value
09-007-0-0009,developed,improvement_value_ge_20pct_land_value
09-007-0-0010,developed,improvement_value_ge_20pct_land_value
09-007-0-0011,developed,improvement_value_ge_20pct_land_value
09-007-0-0012,developed,improvement_value_ge_20pct_land_value
09-007-0-0013,developed,improvement_value_ge_20pct_land_value
09-007-0-0014,developed,improvement_value_ge_20pct_land_value
09-007-0-0015,developed,improvement_value_ge_20pct_land_value
09-007-0-0016,developed,improvement_value_ge_20pct_land_value
09-007-0-0017,developed,improvement_value_ge_20pct_land_value
09-007-0-0018,developed,improvement_value_ge_20pct_land_value
09-007-0-0019,developed,improvement_value_ge_20pct_land_value
09-007-0-0020,developed,improvement_value_ge_20pct_land_value
09-007-0-0021,developed,improvement_value_ge_20pct_land_value
09-007-0-0022,developed,improvement_value_ge_20pct_land_value
09-007-0-0023,developed,improvement_value_ge_20pct_land_value
09-007-0-0024,developed,improvement_value_ge_20pct_land_value
09-007-0-0025,developed,improvement_value_ge_20pct_land_value
09-007-0-0026,developed,improvement_value_ge_20pct_land_value
09-007-0-0027,developed,improvement_value_ge_20pct_land_value
09-007-0-0028,developed,improvement_value_ge_20pct_land_value
09-008-0-0001,developed,improvement_value_ge_20pct_land_value
09-008-0-0002,developed,improvement_value_ge_20pct_land_value
09-008-0-0003,developed,improvement_value_ge_20pct_land_value
09-008-0-0004,developed,improvement_value_ge_20pct_land_value
09-008-0-0005,developed,improvement_value_ge_20pct_land_value
09-008-0-0006,developed,improvement_value_ge_20pct_land_value
09-008-0-0007,developed,improvement_value_ge_20pct_land_value
09-008-0-0009,developed,improvement_value_ge_20pct_land_value
09-008-0-0010,developed,improvement_value_ge_20pct_land_value
09-008-0-0011,developed,improvement_value_ge_20pct_land_value
09-008-0-0012,developed,improvement_value_ge_20pct_land_value
09-008-0-0013,developed,improvement_value_ge_20pct_land_value
09-008-0-0014,developed,improvement_value_ge_20pct_land_value
09-008-0-0015,developed,improvement_value_ge_20pct_land_value
09-008-0-0016,developed,improvement_value_ge_20pct_land_value
