parcel_id,centroid_lng,centroid_lat,sampled_zone,extraction_method,color_match_confidence,lab_distance,parcel_city,acreage
32034770180000,-112.048173,40.495495,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.1203,7.31,Herriman,0.36
32034770190000,-112.047966,40.495217,Low Density Residential (1.8-2.5 du/acre),centroid,0.0803,11.46,Herriman,0.55
32044010070000,-112.068043,40.499264,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1921,4.21,Herriman,0.23
32084000180000,-112.087087,40.485123,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.058,16.25,,5.02
32034770200000,-112.047382,40.495403,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0822,11.16,Herriman,0.37
32044010080000,-112.067705,40.499303,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2065,3.84,Herriman,0.23
32084000190000,-112.09054,40.479893,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0647,14.46,,2.5
32034770210000,-112.047348,40.495147,Low Density Residential (1.8-2.5 du/acre),centroid,0.0844,10.85,Herriman,0.36
32084000200000,-112.090947,40.479348,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.055,17.17,,0.04
32044010090000,-112.069359,40.498926,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2282,3.38,Herriman,0.23
32034770230000,-112.046979,40.496334,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.1135,7.81,Herriman,0.42
32084000210000,-112.08963,40.479154,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0644,14.53,,2.5
32044010100000,-112.069321,40.498676,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2368,3.22,Herriman,0.23
32034770240000,-112.047274,40.496173,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.1124,7.9,Herriman,0.5
32084000220000,-112.089674,40.481325,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0626,14.98,,7.09
32044010110000,-112.069321,40.498442,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1511,5.62,Herriman,0.23
32084000230000,-112.089785,40.480377,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0657,14.23,,5
32034770250000,-112.047753,40.49657,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.1085,8.22,Herriman,1.24
32044010120000,-112.069322,40.498209,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1293,6.73,Herriman,0.23
32084000240000,-112.088565,40.481107,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0533,17.78,,5
32034780010000,-112.046331,40.4959,Low Density Residential (1.8-2.5 du/acre),centroid,0.1084,8.22,Herriman,0.35
32044010130000,-112.069323,40.497976,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1608,5.22,Herriman,0.23
32034780020000,-112.045871,40.49588,Low Density Residential (1.8-2.5 du/acre),centroid,0.1365,6.33,Herriman,0.34
32084000260000,-112.089623,40.484392,Mixed Use - Towne Center,centroid,0.0673,13.86,,0.14
32044010140000,-112.069323,40.497742,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0871,10.48,Herriman,0.23
32034780030000,-112.045483,40.495825,Low Density Residential (1.8-2.5 du/acre),centroid,0.0959,9.43,Herriman,0.34
32084000290000,-112.084311,40.484679,Mixed Use - Towne Center,centroid,0.0488,19.48,,5.23
32044010180000,-112.069432,40.50029,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1571,5.37,Herriman,0.25
32034780040000,-112.045149,40.495825,Low Density Residential (1.8-2.5 du/acre),centroid,0.0956,9.46,Herriman,0.34
32084000300000,-112.082976,40.484323,Mixed Use - Towne Center,centroid,0.0635,14.74,,2.6
32044010190000,-112.069445,40.500062,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1392,6.18,Herriman,0.24
32034780050000,-112.044816,40.495825,Low Density Residential (1.8-2.5 du/acre),centroid,0.1079,8.27,Herriman,0.34
32084000310000,-112.083458,40.483595,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0595,15.81,,2.53
32044010200000,-112.069507,40.499782,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1738,4.75,Herriman,0.23
32034780060000,-112.044485,40.49581,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0943,9.61,Herriman,0.36
32084000320000,-112.090143,40.48523,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0565,16.71,,5
32044010210000,-112.069338,40.499556,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2038,3.91,Herriman,0.3
32034780070000,-112.044164,40.495805,Resort/Recreational,centroid,0.0694,13.42,Herriman,0.37
32044010220000,-112.068866,40.499551,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2008,3.98,Herriman,0.31
32084000330000,-112.08921,40.485781,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0571,16.5,,2.57
32034780080000,-112.043829,40.495804,Parks and Recreation,centroid,0.0445,21.45,Herriman,0.39
32084000340000,-112.08905,40.48485,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0601,15.65,,2.5
32044010230000,-112.068692,40.499768,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1844,4.42,Herriman,0.25
32034780090000,-112.046626,40.49573,Low Density Residential (1.8-2.5 du/acre),centroid,0.0796,11.57,Herriman,0.35
32084260010000,-112.085961,40.482482,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0652,14.33,,14.13
32044010240000,-112.068758,40.500058,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1402,6.13,Herriman,0.24
32034780100000,-112.04659,40.495473,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0783,11.77,Herriman,0.33
32084510010000,-112.087673,40.480224,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0596,15.78,,5.59
32034780110000,-112.046563,40.495229,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.084,10.9,Herriman,0.35
32044010250000,-112.068774,40.500288,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1594,5.27,Herriman,0.25
32084510020000,-112.086825,40.479206,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0611,15.37,,5.59
32044010260000,-112.068308,40.500285,Agricultural Residential (1.8-3.0 du/acre),centroid,0.139,6.2,Herriman,0.25
32034780120000,-112.045966,40.495372,Low Density Residential (1.8-2.5 du/acre),centroid,0.085,10.77,Herriman,1.01
32084760010000,-112.085957,40.479918,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.067,13.92,,9.75
32034780130000,-112.045165,40.495358,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0857,10.67,Herriman,1.13
32044010270000,-112.068324,40.500055,Agricultural Residential (1.8-3.0 du/acre),centroid,0.14,6.14,Herriman,0.24
32084760020000,-112.084641,40.480215,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0654,14.3,,9.57
32034780140000,-112.044553,40.495299,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.1121,7.92,Herriman,0.35
32044010280000,-112.06839,40.499767,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1939,4.16,Herriman,0.24
32084760030000,-112.083003,40.47944,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0587,16.05,,9.68
32034780150000,-112.044204,40.495327,Resort/Recreational,centroid,0.0765,12.07,Herriman,0.39
32044010290000,-112.068219,40.499553,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2385,3.19,Herriman,0.31
32034780160000,-112.04384,40.495327,Parks and Recreation,centroid,0.0428,22.38,Herriman,0.4
32044010300000,-112.067741,40.499552,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1894,4.28,Herriman,0.3
32044010310000,-112.067566,40.499761,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1507,5.64,Herriman,0.24
32084760040000,-112.081845,40.480573,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0652,14.34,,10.62
32041010010000,-112.081242,40.506654,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0691,13.48,,5.5
32044010320000,-112.067631,40.500051,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1352,6.4,Herriman,0.24
32091000040000,-112.077392,40.490501,Mixed Use - Towne Center,centroid,0.0534,17.73,,11.99
32044010330000,-112.067649,40.500282,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1688,4.92,Herriman,0.25
32041010020000,-112.080064,40.506988,Mixed Use - Towne Center,centroid,0.081,11.35,,5
32091000080000,-112.072566,40.490964,Mixed Use - Towne Center,centroid,0.0878,10.39,,5.4
32044020010000,-112.06871,40.49751,Resort/Recreational,centroid,0.0465,20.51,Herriman,0.28
32041010030000,-112.078895,40.507376,Mixed Use - Towne Center,centroid,0.0803,11.46,,5.2
32044020020000,-112.068288,40.497509,Resort/Recreational,centroid,0.0491,19.38,Herriman,0.28
32041010040000,-112.080831,40.50425,Mixed Use - Towne Center,centroid,0.0793,11.62,,5.7
32091000090000,-112.081368,40.487712,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0617,15.2,,11.03
32044020030000,-112.068703,40.498827,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2141,3.67,Herriman,0.25
32044020040000,-112.068704,40.498567,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1745,4.73,Herriman,0.26
32091000100000,-112.079277,40.488046,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0683,13.64,,10.32
32041010050000,-112.07997,40.504858,Mixed Use - Towne Center,centroid,0.0835,10.98,,5.12
32044020050000,-112.068706,40.498306,Agricultural Residential (1.8-3.0 du/acre),centroid,0.128,6.81,Herriman,0.26
32091000110000,-112.077405,40.488297,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0654,14.29,,10.21
32044020060000,-112.068707,40.498045,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1305,6.66,Herriman,0.26
32091000120000,-112.075148,40.487788,Mixed Use - Towne Center,centroid,0.0704,13.21,,10.31
32041010060000,-112.079044,40.505414,Mixed Use - Towne Center,centroid,0.0747,12.39,,5.33
32044020070000,-112.068708,40.497783,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1666,5.0,Herriman,0.26
32091000150000,-112.073004,40.48715,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0679,13.72,,11.74
32041010070000,-112.077946,40.505948,Mixed Use - Towne Center,centroid,0.0811,11.33,,5
32044020080000,-112.068281,40.498827,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2095,3.77,Herriman,0.25
32091000160000,-112.076027,40.490754,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0646,14.48,,3.74
32044020090000,-112.068281,40.498568,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1744,4.74,Herriman,0.26
32041260010000,-112.076258,40.50764,Open Space,centroid,0.0752,12.31,,5.73
32091000170000,-112.075369,40.491138,Mixed Use - Towne Center,centroid,0.0741,12.5,,3.42
32044020100000,-112.068283,40.498306,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1287,6.77,Herriman,0.26
32041260020000,-112.074707,40.507273,Mixed Use - Towne Center,centroid,0.0693,13.42,,5
32044020110000,-112.068284,40.498044,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1311,6.63,Herriman,0.26
32091000180000,-112.075525,40.489364,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0628,14.92,,5.1
32044020120000,-112.068285,40.497783,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1652,5.05,Herriman,0.26
32041260030000,-112.076676,40.50629,Mixed Use - Towne Center,centroid,0.0748,12.37,,5.46
32044030010000,-112.067673,40.497496,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0618,15.19,Herriman,0.25
32091000190000,-112.074336,40.489187,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0675,13.81,,1.5
32041260040000,-112.074866,40.506083,Mixed Use - Towne Center,centroid,0.0739,12.52,,5.1
32044030020000,-112.0677,40.498718,Agricultural Residential (1.8-3.0 du/acre),centroid,0.165,5.06,Herriman,0.26
32091000200000,-112.074349,40.490816,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0774,11.92,,5.3
32041270010000,-112.072869,40.506906,Military Operation,centroid,0.0356,27.05,,5
32044030030000,-112.067449,40.498469,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1469,5.81,Herriman,0.51
32091000210000,-112.076573,40.492599,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0607,15.47,,2.5
32091000220000,-112.075639,40.492587,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0643,14.55,,2.5
32044030040000,-112.06767,40.498212,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1216,7.23,Herriman,0.23
32041270020000,-112.073047,40.505595,Military Operation,centroid,0.0381,25.23,,5.02
32091000240000,-112.07476,40.492516,Mixed Use - Towne Center,centroid,0.0675,13.8,,2.64
32041270030000,-112.073198,40.50449,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0507,18.71,,5.05
32044030050000,-112.067671,40.497977,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1626,5.15,Herriman,0.23
32041510010000,-112.080312,40.502484,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0686,13.58,,4.3
32044030060000,-112.067672,40.497742,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1943,4.15,Herriman,0.23
32091000250000,-112.073822,40.49252,Mixed Use - Towne Center,centroid,0.0748,12.36,,3.2
32044040010000,-112.069361,40.497025,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0379,25.42,Herriman,0.3
32041510020000,-112.080491,40.501299,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0677,13.77,,5.42
32091000280000,-112.079265,40.491965,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0677,13.77,,2.75
32044040020000,-112.069034,40.497025,Military Operation,centroid,0.0375,25.7,Herriman,0.26
32041520010000,-112.078757,40.503084,Mixed Use - Towne Center,centroid,0.0775,11.91,,5.94
32091000290000,-112.079126,40.491047,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0638,14.69,,10.04
32044040030000,-112.068728,40.497023,Military Operation,centroid,0.0335,28.86,Herriman,0.26
32041520020000,-112.07768,40.503825,Mixed Use - Towne Center,centroid,0.0844,10.85,,5.63
32044040040000,-112.068423,40.497022,,unknown,0.0277,35.06,Herriman,0.26
32041520030000,-112.077452,40.502465,Mixed Use - Towne Center,centroid,0.0814,11.28,,5.18
32091000300000,-112.077405,40.485755,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0635,14.75,,7.59
32044040050000,-112.068117,40.497021,High Density Residential (8-20 du/acre),centroid,0.0309,31.36,Herriman,0.26
32041520040000,-112.077345,40.501582,Mixed Use - Towne Center,centroid,0.0696,13.36,,5.2
32044040060000,-112.067811,40.497019,Resort/Recreational,centroid,0.0549,17.22,Herriman,0.26
32091000310000,-112.077059,40.48658,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0691,13.46,,2.53
32044040070000,-112.067508,40.497021,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0862,10.6,Herriman,0.26
32041760010000,-112.076607,40.504587,Mixed Use - Towne Center,centroid,0.0799,11.52,,4.44
32091000320000,-112.076062,40.486044,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0676,13.79,,3.06
32044050020000,-112.071934,40.49753,Resort/Recreational,centroid,0.0647,14.46,Herriman,0.51
32091000330000,-112.074702,40.486033,Mixed Use - Towne Center,centroid,0.0789,11.67,,7.26
32044050030000,-112.071462,40.497579,Resort/Recreational,centroid,0.0704,13.21,Herriman,0.25
32041760020000,-112.07521,40.504578,Mixed Use - Towne Center,centroid,0.0761,12.14,,5.22
32091000340000,-112.077535,40.493069,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0663,14.08,,2.5
32044050040000,-112.071151,40.497549,Resort/Recreational,centroid,0.0708,13.12,Herriman,0.27
32091000340000,-112.077535,40.493069,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0663,14.08,,2.5
32044050050000,-112.070846,40.497549,Resort/Recreational,centroid,0.0699,13.31,Herriman,0.27
32041760030000,-112.075463,40.50309,Mixed Use - Towne Center,centroid,0.0763,12.11,,5.62
32044050060000,-112.07054,40.497549,Resort/Recreational,centroid,0.0694,13.42,Herriman,0.27
32091000350000,-112.077999,40.492651,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0646,14.48,,2.5
32041760040000,-112.075274,40.501705,Mixed Use - Towne Center,centroid,0.0767,12.03,,5.01
32041770010000,-112.073411,40.503526,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0595,15.8,,5.02
32044050070000,-112.070234,40.497548,Resort/Recreational,centroid,0.0748,12.36,Herriman,0.27
32041770020000,-112.073352,40.502587,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0783,11.77,,5.04
32044050080000,-112.069929,40.497549,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0599,15.69,Herriman,0.27
32091000360000,-112.081564,40.491768,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0615,15.25,,4
32041770030000,-112.073184,40.501566,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0374,25.71,,5.31
32044050090000,-112.071935,40.497045,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0482,19.75,Herriman,0.51
32091000370000,-112.080621,40.492147,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0639,14.65,,2.68
32042000050000,-112.068595,40.507206,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1618,5.18,Herriman,4.98
32042000680000,-112.07144,40.506561,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1544,5.47,Herriman,1
32044050100000,-112.071464,40.496994,Military Operation,centroid,0.0364,26.49,Herriman,0.25
32042000690000,-112.071014,40.506082,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2032,3.92,Herriman,2.53
32091000380000,-112.080441,40.490125,Mixed Use - Towne Center,centroid,0.0537,17.61,,5.81
32044050110000,-112.071153,40.497023,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0364,26.5,Herriman,0.27
32042000700000,-112.070467,40.5065,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0926,9.8,Herriman,1
32044050120000,-112.070847,40.497023,Military Operation,centroid,0.0365,26.41,Herriman,0.27
32042000790000,-112.071785,40.50539,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1606,5.23,Herriman,1.55
32044050130000,-112.070541,40.497023,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0366,26.3,Herriman,0.27
32042000950000,-112.071777,40.500536,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1247,7.02,Herriman,0.34
32091000390000,-112.081388,40.489672,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0603,15.59,,5
32044050140000,-112.070236,40.497023,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0456,20.91,Herriman,0.27
32042001110000,-112.06968,40.506075,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1812,4.52,Herriman,0.03
32044050150000,-112.069931,40.497022,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0655,14.26,Herriman,0.27
32042001120000,-112.069193,40.506076,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1771,4.65,Herriman,0.97
32092000120000,-112.065692,40.488778,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0524,18.09,,10.53
32044050160000,-112.071925,40.498375,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1526,5.55,Herriman,0.5
32042001130000,-112.069742,40.506306,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1724,4.8,Herriman,0.19
32092000200000,-112.07087,40.490156,Mixed Use - Towne Center,centroid,0.0674,13.84,,9.38
32044050170000,-112.071449,40.498447,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1489,5.72,Herriman,0.23
32042010030000,-112.071901,40.507169,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1219,7.2,Herriman,1.28
32092000210000,-112.067708,40.490115,Military Operation,centroid,0.0325,29.74,,1
32044050180000,-112.071124,40.498407,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1481,5.75,Herriman,0.25
32042010080000,-112.071076,40.507059,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1123,7.91,Herriman,1.39
32092000240000,-112.070305,40.486514,Mixed Use - Towne Center,centroid,0.0744,12.45,,5.1
32044050190000,-112.070818,40.498407,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1404,6.12,Herriman,0.25
32042010090000,-112.070307,40.506998,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0915,9.92,Herriman,1
32092000310000,-112.068552,40.48816,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0651,14.36,,3
32044050200000,-112.070513,40.498407,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0914,9.94,Herriman,0.25
32042010100000,-112.071328,40.507617,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0911,9.98,Herriman,1.56
32092000320000,-112.068744,40.487445,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0686,13.57,,2.64
32044050210000,-112.070207,40.498408,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0896,10.16,Herriman,0.25
32042010110000,-112.070303,40.507615,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1187,7.43,Herriman,1.12
32092000330000,-112.064869,40.489931,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0685,13.6,,5.01
32042020010000,-112.06925,40.50788,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1823,4.49,Herriman,0.87
32044050220000,-112.069902,40.498408,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1194,7.38,Herriman,0.24
32092000350000,-112.072472,40.492242,Mixed Use - Towne Center,centroid,0.0641,14.6,,7.74
32042020020000,-112.068604,40.507883,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1744,4.73,Herriman,0.46
32044050230000,-112.071924,40.497941,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1634,5.12,Herriman,0.5
32092000400000,-112.071168,40.492349,Mixed Use - Towne Center,centroid,0.0637,14.7,,2.5
32042020030000,-112.068213,40.507784,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1316,6.6,Herriman,0.25
32044050240000,-112.071448,40.497873,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1482,5.75,Herriman,0.23
32042020040000,-112.067875,40.507853,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1034,8.67,Herriman,0.27
32044050250000,-112.071125,40.497914,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1557,5.42,Herriman,0.25
32092000410000,-112.070481,40.492431,Mixed Use - Towne Center,centroid,0.0742,12.47,,2.5
32042020050000,-112.067591,40.507871,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0954,9.49,Herriman,0.29
32044050260000,-112.07082,40.497914,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1389,6.2,Herriman,0.25
32042030010000,-112.069502,40.506597,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1615,5.19,Herriman,0.23
32092000420000,-112.071024,40.48731,Mixed Use - Towne Center,centroid,0.0745,12.43,,2.5
32044050270000,-112.070514,40.497914,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0994,9.06,Herriman,0.25
32042030020000,-112.069181,40.506597,Agricultural Residential (1.8-3.0 du/acre),centroid,0.179,4.59,Herriman,0.23
32044050280000,-112.070209,40.497914,Agricultural Residential (1.8-3.0 du/acre),centroid,0.0973,9.28,Herriman,0.25
32092000430000,-112.069382,40.486871,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0633,14.79,,2.5
32042030030000,-112.068857,40.506598,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2373,3.21,Herriman,0.23
32044050290000,-112.069903,40.497913,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1235,7.1,Herriman,0.25
32092000430000,-112.069382,40.486871,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0633,14.79,,2.5
32042030040000,-112.068537,40.506584,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2284,3.38,Herriman,0.24
32044050300000,-112.071929,40.499203,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2346,3.26,Herriman,0.5
32042030050000,-112.068237,40.506571,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1628,5.14,Herriman,0.26
32044050310000,-112.071494,40.499297,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2456,3.07,Herriman,0.23
32092000450000,-112.070792,40.491182,Mixed Use - Towne Center,centroid,0.0904,10.06,,2.52
32042030060000,-112.067813,40.506603,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1681,4.95,Herriman,0.41
32044050320000,-112.07115,40.499248,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2296,3.36,Herriman,0.25
32092000460000,-112.070007,40.490832,Mixed Use - Towne Center,centroid,0.0907,10.02,,2.52
32042030070000,-112.067587,40.506378,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1609,5.22,Herriman,0.36
32044050330000,-112.070846,40.499247,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2166,3.62,Herriman,0.25
32092000494001,-112.062455,40.490389,Mixed Use - Towne Center,centroid,0.0673,13.86,,1.85
32042030080000,-112.067638,40.506069,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1383,6.23,Herriman,0.25
32044050340000,-112.07054,40.499247,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1278,6.82,Herriman,0.25
32092000494002,-112.063199,40.490329,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0616,15.23,,3.24
32042030090000,-112.06764,40.505837,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1533,5.52,Herriman,0.26
32044050350000,-112.070234,40.499247,Agricultural Residential (1.8-3.0 du/acre),centroid,0.127,6.88,Herriman,0.25
32092000500000,-112.070654,40.489154,Mixed Use - Towne Center,centroid,0.0744,12.44,,17.29
32042030100000,-112.06764,40.505604,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1564,5.39,Herriman,0.26
32044050360000,-112.069934,40.49924,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1848,4.41,Herriman,0.24
32092000510000,-112.073392,40.489266,Mixed Use - Towne Center,centroid,0.071,13.09,,1.48
32042030110000,-112.06855,40.506754,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2007,3.98,Herriman,0.03
32044050370000,-112.071921,40.498784,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2498,3.0,Herriman,0.5
32092000520000,-112.069762,40.492548,Mixed Use - Towne Center,centroid,0.0726,12.78,,2.12
32042040010000,-112.068564,40.506065,Agricultural Residential (1.8-3.0 du/acre),centroid,0.1915,4.22,Herriman,0.32
32044050380000,-112.071462,40.498706,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2456,3.07,Herriman,0.23
32092000530000,-112.068571,40.492785,Hillside/Rural Residential (0.5-1.7 du/acre),centroid,0.0567,16.62,,3.3
32042040020000,-112.068232,40.506049,Agricultural Residential (1.8-3.0 du/acre),centroid,0.138,6.24,Herriman,0.29
32044050390000,-112.071123,40.498753,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2456,3.07,Herriman,0.25
32092000570000,-112.063848,40.488893,Mixed Use - Towne Center,centroid,0.0522,18.17,,6.22
32042040030000,-112.069518,40.505672,Agricultural Residential (1.8-3.0 du/acre),centroid,0.2262,3.42,Herriman,0.28
32044050400000,-112.070817,40.498753,Agricultural Residential (1.8-3.0 du/acre),centroid,0.219,3.57,Herriman,0.25
