parcel_id,centroid_lng,centroid_lat,sampled_zone,extraction_method,color_match_confidence,lab_distance,parcel_city,acreage
26222390010000,-112.048254,40.541303,Mixed Use - Towne Center,centroid,0.071,13.08,South Jordan,0.19
26222390020000,-112.048002,40.541282,Mixed Use - Towne Center,centroid,0.0717,12.96,South Jordan,0.16
26222390030000,-112.047749,40.541262,Mixed Use - Towne Center,centroid,0.0736,12.59,South Jordan,0.19
26222400010000,-112.048303,40.540947,Mixed Use - Towne Center,centroid,0.0725,12.79,South Jordan,0.19
26222400020000,-112.048051,40.540926,Mixed Use - Towne Center,centroid,0.0731,12.69,South Jordan,0.16
26222400030000,-112.047799,40.540906,Mixed Use - Towne Center,centroid,0.0749,12.35,South Jordan,0.19
26222410010000,-112.047265,40.54121,Mixed Use - Towne Center,centroid,0.0775,11.9,South Jordan,0.18
26222410020000,-112.047044,40.54122,Mixed Use - Towne Center,centroid,0.0763,12.1,South Jordan,0.13
26222410030000,-112.04681,40.541201,Mixed Use - Towne Center,centroid,0.0772,11.96,South Jordan,0.17
26222410040000,-112.047237,40.540966,Mixed Use - Towne Center,centroid,0.078,11.81,South Jordan,0.13
26222410050000,-112.047259,40.540801,Mixed Use - Towne Center,centroid,0.0785,11.73,South Jordan,0.15
26222420010000,-112.046845,40.540962,Mixed Use - Towne Center,centroid,0.0794,11.6,South Jordan,0.06
26222420020000,-112.046858,40.540865,Mixed Use - Towne Center,centroid,0.0809,11.36,South Jordan,0.06
26222420030000,-112.046873,40.540751,Mixed Use - Towne Center,centroid,0.0819,11.21,South Jordan,0.09
26222430010000,-112.046323,40.541162,Mixed Use - Towne Center,centroid,0.0781,11.81,South Jordan,0.17
26222430020000,-112.04608,40.541141,Mixed Use - Towne Center,centroid,0.0785,11.75,South Jordan,0.14
26222430030000,-112.045846,40.5411,Mixed Use - Towne Center,centroid,0.0785,11.74,South Jordan,0.21
26222430040000,-112.045486,40.540901,Mixed Use - Towne Center,centroid,0.0761,12.14,South Jordan,0.22
26222430050000,-112.045786,40.54088,Mixed Use - Towne Center,centroid,0.078,11.81,South Jordan,0.12
26222430060000,-112.045684,40.540771,Mixed Use - Towne Center,centroid,0.0788,11.7,South Jordan,0.1
26222430070000,-112.045589,40.54067,Mixed Use - Towne Center,centroid,0.0785,11.74,South Jordan,0.1
26222430080000,-112.045483,40.540557,Mixed Use - Towne Center,centroid,0.0803,11.45,South Jordan,0.13
26222440010000,-112.046417,40.540873,Mixed Use - Towne Center,centroid,0.0803,11.45,South Jordan,0.08
26222440020000,-112.046273,40.540862,Mixed Use - Towne Center,centroid,0.082,11.2,South Jordan,0.06
26222440030000,-112.046126,40.540847,Mixed Use - Towne Center,centroid,0.0812,11.32,South Jordan,0.08
26222440040000,-112.046342,40.540685,Mixed Use - Towne Center,centroid,0.0835,10.97,South Jordan,0.13
26222440050000,-112.046292,40.540494,Mixed Use - Towne Center,centroid,0.0852,10.74,South Jordan,0.07
26222440060000,-112.046175,40.540553,Mixed Use - Towne Center,centroid,0.0849,10.78,South Jordan,0.06
26222440070000,-112.046069,40.540605,Mixed Use - Towne Center,centroid,0.0845,10.84,South Jordan,0.06
26222440080000,-112.045975,40.54067,Mixed Use - Towne Center,centroid,0.0827,11.1,South Jordan,0.07
26202000024001,-112.093364,40.5399,Mixed Use - Towne Center,centroid,0.08,11.51,,158.23
26205010010000,-112.093672,40.539554,Mixed Use - Towne Center,centroid,0.0806,11.41,,7.12
26213000010000,-112.074876,40.540846,Mixed Use - Towne Center,centroid,0.0906,10.04,South Jordan,209.29
26214000010000,-112.065292,40.540155,Mixed Use - Towne Center,centroid,0.0852,10.74,South Jordan,90.95
26215010010000,-112.079981,40.539652,Mixed Use - Towne Center,centroid,0.0768,12.03,South Jordan,2.71
26215010020000,-112.074153,40.53837,Mixed Use - Towne Center,centroid,0.0847,10.81,South Jordan,3.03
26215010030000,-112.067973,40.540714,Military Operation,centroid,0.0362,26.65,South Jordan,
26215010050000,-112.077837,40.53862,Mixed Use - Towne Center,centroid,0.0733,12.64,South Jordan,0.57
26223000060000,-112.060363,40.540122,Mixed Use - Towne Center,centroid,0.0862,10.6,South Jordan,60.03
26223000070000,-112.058687,40.537606,Mixed Use - Towne Center,centroid,0.0844,10.85,South Jordan,4.18
26223270030000,-112.057387,40.541894,Mixed Use - Towne Center,centroid,0.0862,10.61,South Jordan,6.94
26223280040000,-112.055543,40.54154,Mixed Use - Towne Center,centroid,0.0884,10.31,South Jordan,0.11
26223280050000,-112.055868,40.541354,Mixed Use - Towne Center,centroid,0.0881,10.35,South Jordan,0.1
26223280060000,-112.055732,40.541391,Mixed Use - Towne Center,centroid,0.0885,10.3,South Jordan,0.07
26223280070000,-112.055606,40.541392,Mixed Use - Towne Center,centroid,0.0885,10.3,South Jordan,0.07
26223280080000,-112.05548,40.541394,Mixed Use - Towne Center,centroid,0.0885,10.3,South Jordan,0.07
26223280090000,-112.055354,40.541395,Mixed Use - Towne Center,centroid,0.0881,10.36,South Jordan,0.07
26223280100000,-112.055218,40.541397,Mixed Use - Towne Center,centroid,0.0874,10.44,South Jordan,0.08
26223280110000,-112.055757,40.541143,Mixed Use - Towne Center,centroid,0.088,10.36,South Jordan,0.1
26223280120000,-112.055754,40.541019,Mixed Use - Towne Center,centroid,0.0879,10.37,South Jordan,0.1
26223280130000,-112.055751,40.540896,Mixed Use - Towne Center,centroid,0.0879,10.38,South Jordan,0.1
26223280140000,-112.055777,40.540727,Mixed Use - Towne Center,centroid,0.0878,10.38,South Jordan,0.17
26223280150000,-112.05565,40.540585,Mixed Use - Towne Center,centroid,0.0876,10.41,South Jordan,0.17
26224090210000,-112.050957,40.540478,Mixed Use - Towne Center,centroid,0.0816,11.26,South Jordan,0.06
26224090220000,-112.051092,40.540337,Mixed Use - Towne Center,centroid,0.0825,11.12,South Jordan,0.06
26224090230000,-112.051118,40.540257,Mixed Use - Towne Center,centroid,0.083,11.05,South Jordan,0.04
26224090240000,-112.05114,40.540194,Mixed Use - Towne Center,centroid,0.083,11.05,South Jordan,0.04
26223280160000,-112.055427,40.540557,Mixed Use - Towne Center,centroid,0.0875,10.43,South Jordan,0.1
26224090250000,-112.051163,40.54013,Mixed Use - Towne Center,centroid,0.0825,11.12,South Jordan,0.04
26224090260000,-112.051189,40.540055,Mixed Use - Towne Center,centroid,0.0827,11.09,South Jordan,0.06
26224090270000,-112.05122,40.539969,Mixed Use - Towne Center,centroid,0.0827,11.09,South Jordan,0.06
26224090280000,-112.051246,40.539894,Mixed Use - Towne Center,centroid,0.0826,11.11,South Jordan,0.04
26224090290000,-112.051269,40.539831,Mixed Use - Towne Center,centroid,0.0819,11.21,South Jordan,0.04
26224090300000,-112.051291,40.539767,Mixed Use - Towne Center,centroid,0.0817,11.24,South Jordan,0.04
26224090310000,-112.051316,40.539697,Mixed Use - Towne Center,centroid,0.0813,11.3,South Jordan,0.05
26224090320000,-112.051818,40.53961,Mixed Use - Towne Center,centroid,0.0805,11.43,South Jordan,0.05
26224090330000,-112.051729,40.539586,Mixed Use - Towne Center,centroid,0.0803,11.45,South Jordan,0.03
26224090340000,-112.051652,40.539566,Mixed Use - Towne Center,centroid,0.0803,11.45,South Jordan,0.04
26224090350000,-112.051567,40.539545,Mixed Use - Towne Center,centroid,0.0803,11.45,South Jordan,0.04
26224090360000,-112.051477,40.539556,Mixed Use - Towne Center,centroid,0.0807,11.4,South Jordan,0.04
26224090370000,-112.05141,40.539532,Mixed Use - Towne Center,centroid,0.0807,11.4,South Jordan,0.04
26224090380000,-112.051308,40.539519,Mixed Use - Towne Center,centroid,0.0809,11.36,South Jordan,0.08
26224100010000,-112.051443,40.540391,Mixed Use - Towne Center,centroid,0.0827,11.1,South Jordan,0.09
26224100020000,-112.051485,40.540272,Mixed Use - Towne Center,centroid,0.0819,11.21,South Jordan,0.09
26224100030000,-112.051527,40.540153,Mixed Use - Towne Center,centroid,0.0813,11.3,South Jordan,0.09
26224100040000,-112.05157,40.540033,Mixed Use - Towne Center,centroid,0.0801,11.49,South Jordan,0.09
26224100050000,-112.051612,40.539914,Mixed Use - Towne Center,centroid,0.0807,11.39,South Jordan,0.09
26224100060000,-112.051652,40.539792,Mixed Use - Towne Center,centroid,0.081,11.35,South Jordan,0.09
26224110020000,-112.05326,40.542039,Mixed Use - Towne Center,centroid,0.0763,12.1,South Jordan,0.2
26224110030000,-112.053143,40.54187,Mixed Use - Towne Center,centroid,0.0825,11.12,South Jordan,0.13
26224110040000,-112.053016,40.5417,Mixed Use - Towne Center,centroid,0.0814,11.29,South Jordan,0.2
26224660030000,-112.052643,40.538464,Mixed Use - Towne Center,centroid,0.0792,11.62,South Jordan,0.09
26224110050000,-112.053033,40.541511,Mixed Use - Towne Center,centroid,0.079,11.66,South Jordan,0.13
26224110060000,-112.053051,40.541387,Mixed Use - Towne Center,centroid,0.0785,11.73,South Jordan,0.08
26224110070000,-112.053057,40.541292,Mixed Use - Towne Center,centroid,0.0779,11.84,South Jordan,0.09
26224110080000,-112.053076,40.541189,Mixed Use - Towne Center,centroid,0.0776,11.89,South Jordan,0.1
26224110090000,-112.052809,40.541221,Mixed Use - Towne Center,centroid,0.079,11.66,South Jordan,0.07
26224110100000,-112.052684,40.541207,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.07
26224110110000,-112.052549,40.541193,Mixed Use - Towne Center,centroid,0.0759,12.17,South Jordan,0.08
26224110120000,-112.052868,40.54105,Mixed Use - Towne Center,centroid,0.0785,11.74,South Jordan,0.21
26224110130000,-112.053222,40.540917,Mixed Use - Towne Center,centroid,0.0759,12.18,South Jordan,0.14
26224110140000,-112.053054,40.540906,Mixed Use - Towne Center,centroid,0.0773,11.94,South Jordan,0.07
26224110150000,-112.052932,40.540881,Mixed Use - Towne Center,centroid,0.0785,11.74,South Jordan,0.07
26224110160000,-112.052811,40.540857,Mixed Use - Towne Center,centroid,0.079,11.65,South Jordan,0.07
26224110170000,-112.05267,40.540829,Mixed Use - Towne Center,centroid,0.0795,11.58,South Jordan,0.09
26224110180000,-112.053193,40.540707,Mixed Use - Towne Center,centroid,0.0757,12.21,South Jordan,0.08
26224110190000,-112.053218,40.540613,Mixed Use - Towne Center,centroid,0.0769,12.0,South Jordan,0.07
26224110200000,-112.053244,40.540519,Mixed Use - Towne Center,centroid,0.0782,11.78,South Jordan,0.07
26224110210000,-112.053273,40.540425,Mixed Use - Towne Center,centroid,0.0762,12.13,South Jordan,0.07
26224110220000,-112.053305,40.540332,Mixed Use - Towne Center,centroid,0.0772,11.95,South Jordan,0.07
26224110230000,-112.053336,40.540238,Mixed Use - Towne Center,centroid,0.0778,11.85,South Jordan,0.07
26224190010000,-112.050241,40.54127,Mixed Use - Towne Center,centroid,0.0789,11.67,South Jordan,0.07
26224190020000,-112.050268,40.541184,Mixed Use - Towne Center,centroid,0.0804,11.44,South Jordan,0.06
26224190030000,-112.050301,40.54109,Mixed Use - Towne Center,centroid,0.0798,11.53,South Jordan,0.08
26224200010000,-112.048886,40.541143,Open Space,centroid,0.0715,12.99,South Jordan,0.2
26224200020000,-112.048937,40.540955,Mixed Use - Towne Center,centroid,0.0738,12.56,South Jordan,0.25
26224270010000,-112.045041,40.541503,Mixed Use - Towne Center,centroid,0.0859,10.64,South Jordan,0.04
26224270020000,-112.045041,40.541478,Mixed Use - Towne Center,centroid,0.0859,10.64,South Jordan,0.05
26224270030000,-112.045039,40.541424,Mixed Use - Towne Center,centroid,0.0837,10.94,South Jordan,0.14
26224280030000,-112.044205,40.541159,Mixed Use - Towne Center,centroid,0.0809,11.36,South Jordan,0.24
26224280040000,-112.043773,40.541155,Mixed Use - Towne Center,centroid,0.0767,12.03,South Jordan,0.19
26224280050000,-112.0441,40.540958,Mixed Use - Towne Center,centroid,0.0743,12.46,South Jordan,0.15
26224290010000,-112.043949,40.540707,Mixed Use - Towne Center,centroid,0.0747,12.38,South Jordan,0.15
26224290020000,-112.04374,40.540812,Mixed Use - Towne Center,centroid,0.0747,12.38,South Jordan,0.18
26224330020000,-112.044869,40.542083,Mixed Use - Towne Center,centroid,0.074,12.51,South Jordan,0.12
26224330030000,-112.044856,40.541945,Mixed Use - Towne Center,centroid,0.0789,11.67,South Jordan,0.13
26224340010000,-112.044397,40.542148,Mixed Use - Towne Center,interior_point,0.0761,12.14,South Jordan,0.2
26224340060000,-112.044348,40.541776,Mixed Use - Towne Center,centroid,0.0874,10.44,South Jordan,0.13
26224340070000,-112.044159,40.541797,Mixed Use - Towne Center,centroid,0.0876,10.41,South Jordan,0.12
26224340080000,-112.043981,40.541818,Mixed Use - Towne Center,centroid,0.0859,10.65,South Jordan,0.12
26224340090000,-112.043804,40.541838,Mixed Use - Towne Center,centroid,0.0862,10.61,South Jordan,0.12
26224340100000,-112.043643,40.541852,Mixed Use - Towne Center,centroid,0.0864,10.58,South Jordan,0.09
26224340110000,-112.043481,40.541866,Mixed Use - Towne Center,centroid,0.0861,10.61,South Jordan,0.11
26224360030000,-112.045933,40.541911,Mixed Use - Towne Center,centroid,0.084,10.91,South Jordan,0.66
26224370020000,-112.047397,40.541769,Mixed Use - Towne Center,centroid,0.0742,12.47,South Jordan,2.06
26224380010000,-112.0447,40.54098,Mixed Use - Towne Center,centroid,0.0774,11.92,South Jordan,0.07
26224380020000,-112.044632,40.54088,Mixed Use - Towne Center,centroid,0.0774,11.92,South Jordan,0.07
26224380030000,-112.044548,40.540797,Mixed Use - Towne Center,centroid,0.0781,11.81,South Jordan,0.06
26224380040000,-112.044479,40.540717,Mixed Use - Towne Center,centroid,0.0783,11.77,South Jordan,0.06
26224380050000,-112.044411,40.540638,Mixed Use - Towne Center,centroid,0.0788,11.69,South Jordan,0.05
26224390030000,-112.045304,40.54203,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.06
26224390040000,-112.045304,40.541934,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.06
26224390050000,-112.04535,40.54175,Mixed Use - Towne Center,centroid,0.0875,10.43,South Jordan,0.11
26224390060000,-112.045185,40.541718,Mixed Use - Towne Center,centroid,0.0873,10.46,South Jordan,0.07
26224390070000,-112.045041,40.541719,Mixed Use - Towne Center,centroid,0.0872,10.47,South Jordan,0.07
26224390080000,-112.044897,40.541719,Mixed Use - Towne Center,centroid,0.0872,10.47,South Jordan,0.07
26224390090000,-112.044732,40.541716,Mixed Use - Towne Center,centroid,0.0871,10.48,South Jordan,0.09
26224500020000,-112.045349,40.54124,Mixed Use - Towne Center,centroid,0.0792,11.63,South Jordan,0.04
26224500030000,-112.04528,40.541078,Mixed Use - Towne Center,centroid,0.0764,12.08,South Jordan,0.09
26224500040000,-112.045171,40.541179,Mixed Use - Towne Center,centroid,0.0784,11.75,South Jordan,0.07
26224500050000,-112.04501,40.541192,Mixed Use - Towne Center,centroid,0.079,11.66,South Jordan,0.07
26224500060000,-112.044856,40.541185,Mixed Use - Towne Center,centroid,0.0801,11.48,South Jordan,0.06
26224500070000,-112.044698,40.541184,Mixed Use - Towne Center,centroid,0.0814,11.28,South Jordan,0.08
26224500080000,-112.045125,40.540967,Mixed Use - Towne Center,centroid,0.0754,12.27,South Jordan,0.05
26224500090000,-112.04507,40.540916,Mixed Use - Towne Center,centroid,0.0754,12.27,South Jordan,0.04
26224500110000,-112.045006,40.540686,Mixed Use - Towne Center,centroid,0.0765,12.07,South Jordan,0.04
26224500130000,-112.044883,40.540752,Mixed Use - Towne Center,centroid,0.0768,12.01,South Jordan,0.03
26224500140000,-112.044834,40.540696,Mixed Use - Towne Center,centroid,0.0768,12.01,South Jordan,0.04
26224500150000,-112.044807,40.540613,Mixed Use - Towne Center,centroid,0.0799,11.52,South Jordan,0.06
26224500160000,-112.044754,40.540551,Mixed Use - Towne Center,centroid,0.0799,11.52,South Jordan,0.04
26224500170000,-112.044704,40.540493,Mixed Use - Towne Center,centroid,0.0852,10.74,South Jordan,0.05
26224500180000,-112.044641,40.540325,Mixed Use - Towne Center,centroid,0.0797,11.55,South Jordan,0.1
26224500190000,-112.045021,40.540856,Mixed Use - Towne Center,centroid,0.0753,12.28,South Jordan,0.06
26224500200000,-112.044932,40.540809,Mixed Use - Towne Center,centroid,0.0753,12.28,South Jordan,0.04
26224510020000,-112.052701,40.539468,Mixed Use - Towne Center,centroid,0.0811,11.33,South Jordan,0.1
26224510030000,-112.052474,40.53941,Mixed Use - Towne Center,centroid,0.0807,11.39,South Jordan,0.08
26224510040000,-112.052337,40.539376,Mixed Use - Towne Center,centroid,0.0807,11.39,South Jordan,0.03
26224510050000,-112.0522,40.539341,Mixed Use - Towne Center,centroid,0.0796,11.56,South Jordan,0.08
26224510060000,-112.051995,40.53929,Mixed Use - Towne Center,centroid,0.0796,11.56,South Jordan,0.08
26224510070000,-112.051875,40.53926,Mixed Use - Towne Center,centroid,0.0796,11.56,South Jordan,0.01
26224510090000,-112.052759,40.539319,Mixed Use - Towne Center,centroid,0.0807,11.39,South Jordan,0.08
26224510100000,-112.05252,40.539259,Mixed Use - Towne Center,centroid,0.0802,11.47,South Jordan,0.08
26224510110000,-112.052281,40.539199,Mixed Use - Towne Center,centroid,0.0796,11.57,South Jordan,0.08
26224510120000,-112.052041,40.539138,Mixed Use - Towne Center,centroid,0.079,11.66,South Jordan,0.08
26224510130000,-112.051804,40.539167,Mixed Use - Towne Center,centroid,0.0789,11.68,South Jordan,0.13
26224510140000,-112.051644,40.539127,Mixed Use - Towne Center,centroid,0.0788,11.69,South Jordan,0.12
26224510150000,-112.051479,40.539085,Mixed Use - Towne Center,centroid,0.0792,11.62,South Jordan,0.13
26224510160000,-112.051579,40.538895,Mixed Use - Towne Center,centroid,0.0794,11.6,South Jordan,0.06
26224510170000,-112.051623,40.538779,Mixed Use - Towne Center,centroid,0.0795,11.58,South Jordan,0.08
26224520030000,-112.051793,40.537757,Mixed Use - Towne Center,centroid,0.0853,10.72,South Jordan,0.07
26224520040000,-112.051618,40.537749,Mixed Use - Towne Center,centroid,0.0851,10.76,South Jordan,0.08
26224520050000,-112.053319,40.537739,Mixed Use - Towne Center,centroid,0.0772,11.96,South Jordan,0.07
26224520060000,-112.053361,40.53762,Mixed Use - Towne Center,centroid,0.0767,12.04,South Jordan,0.07
26224520070000,-112.053403,40.537501,Mixed Use - Towne Center,centroid,0.0771,11.98,South Jordan,0.07
26224520080000,-112.053448,40.537305,Mixed Use - Towne Center,centroid,0.0773,11.94,South Jordan,0.12
26224520090000,-112.052336,40.537222,Mixed Use - Towne Center,centroid,0.071,13.09,South Jordan,0.51
26224520100000,-112.053275,40.537282,Mixed Use - Towne Center,centroid,0.0788,11.69,South Jordan,0.09
26224520110000,-112.053113,40.537261,Mixed Use - Towne Center,centroid,0.0874,10.44,South Jordan,0.08
26224520120000,-112.052951,40.537245,Mixed Use - Towne Center,centroid,0.1054,8.49,South Jordan,0.07
26224520130000,-112.052788,40.537244,Mixed Use - Towne Center,centroid,0.0942,9.62,South Jordan,0.07
26224520140000,-112.052626,40.537244,Mixed Use - Towne Center,centroid,0.0785,11.74,South Jordan,0.07
26224520150000,-112.0522,40.537814,Mixed Use - Towne Center,centroid,0.085,10.76,South Jordan,0.09
26224520160000,-112.052248,40.537686,Mixed Use - Towne Center,centroid,0.0833,11.01,South Jordan,0.08
26224520170000,-112.052297,40.53756,Mixed Use - Towne Center,centroid,0.0827,11.1,South Jordan,0.09
26224520180000,-112.052301,40.537427,Mixed Use - Towne Center,centroid,0.0822,11.16,South Jordan,0.07
26224520190000,-112.052379,40.537291,Mixed Use - Towne Center,centroid,0.0945,9.58,South Jordan,0.12
26224520200000,-112.051974,40.537689,Mixed Use - Towne Center,centroid,0.084,10.91,South Jordan,0.1
26224520210000,-112.051985,40.537538,Mixed Use - Towne Center,centroid,0.0807,11.39,South Jordan,0.08
26224520220000,-112.051973,40.537411,Mixed Use - Towne Center,centroid,0.0789,11.67,South Jordan,0.07
26224520230000,-112.051924,40.537272,Mixed Use - Towne Center,centroid,0.085,10.76,South Jordan,0.1
26224520240000,-112.051653,40.537244,Mixed Use - Towne Center,centroid,0.0894,10.19,South Jordan,0.08
26224530010000,-112.052811,40.54063,Mixed Use - Towne Center,centroid,0.0812,11.32,South Jordan,0.07
26224530020000,-112.052844,40.540537,Mixed Use - Towne Center,centroid,0.0812,11.32,South Jordan,0.07
26224530030000,-112.052876,40.540444,Mixed Use - Towne Center,centroid,0.0822,11.17,South Jordan,0.07
26224530040000,-112.052908,40.540351,Mixed Use - Towne Center,centroid,0.0822,11.17,South Jordan,0.07
26224530050000,-112.05294,40.540258,Mixed Use - Towne Center,centroid,0.0814,11.28,South Jordan,0.07
26224530060000,-112.052972,40.540158,Mixed Use - Towne Center,centroid,0.0803,11.46,South Jordan,0.08
26224540010000,-112.050799,40.538988,Mixed Use - Towne Center,centroid,0.0809,11.36,South Jordan,0.08
26224540020000,-112.050669,40.538963,Mixed Use - Towne Center,centroid,0.0814,11.28,South Jordan,0.07
26224540030000,-112.050547,40.538941,Mixed Use - Towne Center,centroid,0.0821,11.17,South Jordan,0.07
26224540040000,-112.050424,40.538918,Mixed Use - Towne Center,centroid,0.0829,11.06,South Jordan,0.07
26224540050000,-112.05015,40.538931,Mixed Use - Towne Center,centroid,0.0825,11.13,South Jordan,0.11
26224540060000,-112.050105,40.538835,Mixed Use - Towne Center,centroid,0.0818,11.23,South Jordan,0.05
26224540070000,-112.050131,40.53877,Mixed Use - Towne Center,centroid,0.0805,11.42,South Jordan,0.04
26224540080000,-112.050029,40.538596,Mixed Use - Towne Center,centroid,0.0792,11.62,South Jordan,0.11
26224540120000,-112.049876,40.538789,Mixed Use - Towne Center,centroid,0.0814,11.28,South Jordan,0.1
26224540180000,-112.049748,40.538812,Mixed Use - Towne Center,centroid,0.0809,11.36,South Jordan,0.04
26224540190000,-112.049655,40.538793,Mixed Use - Towne Center,centroid,0.0803,11.46,South Jordan,0.05
26224540200000,-112.049555,40.538772,Mixed Use - Towne Center,centroid,0.0789,11.67,South Jordan,0.05
26224540210000,-112.049462,40.538755,Mixed Use - Towne Center,centroid,0.0785,11.73,South Jordan,0.04
26224540220000,-112.049353,40.538732,Mixed Use - Towne Center,centroid,0.0787,11.71,South Jordan,0.07
26224540230000,-112.049274,40.538724,Mixed Use - Towne Center,centroid,0.0787,11.71,South Jordan,0.01
26224540240000,-112.049202,40.538716,Mixed Use - Towne Center,centroid,0.0789,11.68,South Jordan,0.06
26224540250000,-112.049097,40.538703,Mixed Use - Towne Center,centroid,0.0789,11.68,South Jordan,0.04
26224540260000,-112.049002,40.538692,Mixed Use - Towne Center,centroid,0.0799,11.51,South Jordan,0.05
26224540270000,-112.048899,40.538683,Mixed Use - Towne Center,centroid,0.0821,11.18,South Jordan,0.05
26224540280000,-112.048801,40.538674,Mixed Use - Towne Center,centroid,0.0821,11.18,South Jordan,0.04
26224540290000,-112.048695,40.538609,Mixed Use - Towne Center,centroid,0.0849,10.79,South Jordan,0.1
26224540300000,-112.04874,40.53845,Mixed Use - Towne Center,centroid,0.0852,10.73,South Jordan,0.04
26224540310000,-112.04874,40.538388,Mixed Use - Towne Center,centroid,0.0853,10.73,South Jordan,0.03
26224540320000,-112.04874,40.538333,Mixed Use - Towne Center,centroid,0.0853,10.73,South Jordan,0.03
26224540330000,-112.04874,40.538278,Mixed Use - Towne Center,centroid,0.0852,10.73,South Jordan,0.03
26224540340000,-112.04874,40.538223,Mixed Use - Towne Center,centroid,0.0852,10.73,South Jordan,0.03
26224540350000,-112.048742,40.538151,Mixed Use - Towne Center,centroid,0.0838,10.93,South Jordan,0.05
26224540360000,-112.05112,40.53901,Mixed Use - Towne Center,centroid,0.0795,11.58,South Jordan,0.12
26224540370000,-112.050948,40.539015,Mixed Use - Towne Center,centroid,0.0798,11.54,South Jordan,0.09
26224540380000,-112.051146,40.538812,Mixed Use - Towne Center,centroid,0.0796,11.57,South Jordan,0.06
26224540390000,-112.051184,40.538709,Mixed Use - Towne Center,centroid,0.08,11.49,South Jordan,0.07
26224540400000,-112.050192,40.538695,Mixed Use - Towne Center,centroid,0.0811,11.32,South Jordan,0.04
26224540410000,-112.050212,40.538628,Mixed Use - Towne Center,centroid,0.0799,11.52,South Jordan,0.03
26224540420000,-112.050234,40.538554,Mixed Use - Towne Center,centroid,0.0799,11.52,South Jordan,0.05
26224540430000,-112.049842,40.538607,Mixed Use - Towne Center,centroid,0.0783,11.77,South Jordan,0.05
26224540440000,-112.049843,40.538531,Mixed Use - Towne Center,centroid,0.0774,11.92,South Jordan,0.04
26224540450000,-112.049839,40.538465,Mixed Use - Towne Center,centroid,0.0774,11.92,South Jordan,0.03
26224540460000,-112.049834,40.538404,Mixed Use - Towne Center,centroid,0.0781,11.8,South Jordan,0.03
26224540470000,-112.049829,40.53833,Mixed Use - Towne Center,centroid,0.0781,11.8,South Jordan,0.05
26224550010000,-112.050877,40.538409,Mixed Use - Towne Center,centroid,0.0825,11.12,South Jordan,0.09
26224550020000,-112.050903,40.538286,Mixed Use - Towne Center,centroid,0.0834,10.99,South Jordan,0.07
26224550030000,-112.050887,40.538166,Mixed Use - Towne Center,centroid,0.0842,10.88,South Jordan,0.07
26224550040000,-112.050881,40.538047,Mixed Use - Towne Center,centroid,0.0844,10.86,South Jordan,0.08
26224550050000,-112.050743,40.538217,Mixed Use - Towne Center,centroid,0.0831,11.04,South Jordan,0.02
26224550060000,-112.050606,40.53834,Mixed Use - Towne Center,centroid,0.0815,11.27,South Jordan,0.1
26224550070000,-112.050605,40.5382,Mixed Use - Towne Center,centroid,0.0828,11.07,South Jordan,0.08
26224550080000,-112.050594,40.538068,Mixed Use - Towne Center,centroid,0.0843,10.86,South Jordan,0.09
26224560010000,-112.050277,40.538291,Mixed Use - Towne Center,centroid,0.0818,11.22,South Jordan,0.08
26224560020000,-112.050259,40.538179,Mixed Use - Towne Center,centroid,0.0831,11.03,South Jordan,0.06
26224560030000,-112.050249,40.538075,Mixed Use - Towne Center,centroid,0.0836,10.95,South Jordan,0.07
26224570010000,-112.049859,40.53813,Mixed Use - Towne Center,centroid,0.0818,11.22,South Jordan,0.05
26224570020000,-112.049759,40.538136,Mixed Use - Towne Center,centroid,0.0808,11.37,South Jordan,0.03
26224570030000,-112.049678,40.538141,Mixed Use - Towne Center,centroid,0.0797,11.55,South Jordan,0.04
26224570040000,-112.049588,40.538143,Mixed Use - Towne Center,centroid,0.0797,11.55,South Jordan,0.04
26224570050000,-112.049507,40.538148,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.03
26224570060000,-112.04949,40.538538,Mixed Use - Towne Center,centroid,0.0774,11.92,South Jordan,0.07
26224570070000,-112.049501,40.538463,Mixed Use - Towne Center,centroid,0.0774,11.92,South Jordan,0.03
26224570080000,-112.049496,40.538408,Mixed Use - Towne Center,centroid,0.0777,11.88,South Jordan,0.03
26224570090000,-112.049495,40.538345,Mixed Use - Towne Center,centroid,0.0777,11.88,South Jordan,0.04
26224570100000,-112.049413,40.538193,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.08
26224570110000,-112.049295,40.538276,Mixed Use - Towne Center,centroid,0.078,11.83,South Jordan,0.11
26224570120000,-112.049137,40.538499,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.06
26224570130000,-112.049091,40.538434,Mixed Use - Towne Center,centroid,0.0786,11.73,South Jordan,0.04
26224570140000,-112.049104,40.538373,Mixed Use - Towne Center,centroid,0.0785,11.75,South Jordan,0.05
26224570160000,-112.049084,40.538179,Mixed Use - Towne Center,centroid,0.0776,11.89,South Jordan,0.03
26224570170000,-112.049,40.538187,Mixed Use - Towne Center,centroid,0.0793,11.61,South Jordan,0.04
26224570180000,-112.049187,40.538236,Mixed Use - Towne Center,centroid,0.0783,11.77,South Jordan,
